Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30	DIFF_N-W_30
6036	178.436	42.4183	1.34908	0	0	0	0.430371	0	0	0	0.660763	0.0402974	0	0	1.18848	1.07213	0	0	1.7044	1.47593	0	0	1.9063	1.01515	0	0	1.67591	0	0	0	1.14819	0	0	0	0.63227	332	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	199.335	0	0	314.226	0
6037	198.435	41.0547	3.28389	0	0	0	1.05547	0	0	0	1.15776	0	0	0	2.24778	1.68618	0	0	3.68703	3.57693	0	0	4.6324	3.37237	0	0	4.53012	1.19232	0	0	3.44009	0	0	0	2.00085	330.5	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	198.629	0	0	312.833	0
6038	216.894	36.7805	2.99375	0	0	0	0.99129	0	0	0	0.610335	0	0	0	1.3906	0.56471	0	0	2.87502	3.20275	0	0	4.19404	3.96467	0	0	4.575	2.40414	0	0	3.79473	0	0	0	2.31031	289	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	173.699	0	0	273.553	0
6039	233.09	30.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	102.6	0	0	161.836	0
6040	247.244	22.3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	52.5	0	0	82.8109	0
6041	259.981	13.5559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	33.3	0	0	52.5258	0
6042	271.983	4.42364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	0
6043	283.885	-4.64394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	0
6044	296.281	-13.2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6045	309.716	-20.9321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6046	324.617	-27.1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6047	341.092	-31.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6048	358.677	-32.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6049	16.3558	-31.8127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6050	33.0585	-27.9976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6051	48.2212	-22.0492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6052	61.8763	-14.5647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6053	74.4172	-6.09099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6054	86.3795	2.90986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	0
6055	98.3492	12.0306	11.1512	0	0	0	5.85832	31.2347	0	0	25.2746	51.7704	0	0	35.5424	41.9797	0	0	30.6471	7.59789	0	0	13.4562	0	0	0	0	0	0	0	0	0	0	0	0	80.5	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	49.4151	0	0	76.3354	0
6056	110.953	20.8629	38.2843	0	0	0	15.1941	40.9322	0	0	53.6213	93.8091	0	0	80.0597	91.734	0	0	79.0222	35.9223	0	0	51.1164	0	0	0	12.6892	0	0	0	0	0	0	0	0	171	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	106.428	0	0	162.349	0
6057	124.863	28.9324	49.1033	0	0	0	17.1357	15.6342	0	0	50.3418	72.8882	0	0	78.9688	87.4454	0	0	86.2474	50.7783	0	0	67.9138	0	0	0	34.7077	0	0	0	6.08068	0	0	0	0	271	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	167.51	0	0	257.135	0
6058	140.714	35.6367	30.2975	0	0	0	9.88307	0	0	0	24.1344	26.7596	0	0	39.6182	42.0518	0	0	47.2643	32.7107	0	0	42.5937	4.20814	0	0	28.3425	0	0	0	12.8587	0	0	0	5.21251	340.5	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	207.33	0	0	322.659	0
6059	158.804	40.239	2.9069	0	0	0	0.916097	0	0	0	1.82424	1.24203	0	0	3.13846	3.1429	0	0	4.0889	3.20271	0	0	4.1188	1.38641	0	0	3.21065	0	0	0	1.89644	0	0	0	0.946	305.5	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	183.591	0	0	289.167	0
6060	178.567	42.024	33.8068	0	0	0	10.5261	0	0	0	16.3499	0.938058	0	0	29.7466	27.1819	0	0	42.8685	37.503	0	0	48.029	25.8553	0	0	42.2052	0	0	0	28.8085	0	0	0	15.6866	268	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	164.181	0	0	254.091	0
6061	198.451	40.6487	32.8966	0	0	0	10.3165	0	0	0	11.3518	0	0	0	22.426	17.1253	0	0	37.052	36.3456	0	0	46.6621	34.2752	0	0	45.6269	12.1268	0	0	34.5527	0	0	0	19.9267	219.5	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	134.99	0	0	208.178	0
6062	216.818	36.3788	4.74496	0	0	0	1.53114	0	0	0	0.921592	0	0	0	2.17934	0.916696	0	0	4.56761	5.15625	0	0	6.68738	6.37535	0	0	7.29693	3.85985	0	0	6.03919	0	0	0	3.65092	207	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	124.674	0	0	195.97	0
6063	232.958	29.9012	27.1685	0	0	0	9.29823	0	0	0	0.133459	0	0	0	4.67327	0	0	0	20.2583	28.4608	0	0	37.759	46.7904	0	0	46.9238	37.7108	0	0	42.384	6.54078	0	0	26.799	233.5	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	142.817	0	0	221.351	0
6064	247.084	21.9629	36.6526	0	0	0	14.0471	0	0	0	0	0	0	0	0	0	0	0	14.6568	35.39	0	0	49.4371	84.2197	0	0	73.8519	83.7146	0	0	73.5994	34.1708	0	0	48.8275	176.5	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	109.565	0	0	167.532	0
6065	259.81	13.185	11.747	0	0	0	5.73792	0	0	0	0	0	0	0	0	0	0	0	0	8.87046	0	0	14.6084	41.1692	0	0	30.7577	49.3516	0	0	34.8489	28.6245	0	0	24.4854	91.5	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	56.0747	0	0	86.7539	0
6066	271.812	4.05462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	14.1	0	0	22.2406	0
6067	283.722	-5.01664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6068	296.135	-13.6266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6069	309.601	-21.3246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6070	324.554	-27.5744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6071	341.104	-31.7753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6072	358.78	-33.3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6073	16.5427	-32.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6074	33.3067	-28.3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6075	48.5048	-22.3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6076	62.1774	-14.8491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6077	74.7268	-6.35754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
6078	86.6946	2.65143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	14.4	0	0	22.7138	0
6079	98.669	11.7699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	40.2	0	0	63.4095	0
6080	111.276	20.5892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.5	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	71.7	0	0	113.096	0
6081	125.181	28.6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.5	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	108.3	0	0	170.827	0
6082	141.006	35.3058	54.0374	0	0	0	17.1456	0	0	0	42.8056	48.0128	0	0	70.8041	75.8846	0	0	84.74	59.3043	0	0	76.4498	7.98436	0	0	50.7899	0	0	0	22.7914	0	0	0	8.85547	255.5	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	158.704	0	0	242.532	0
6083	159.034	39.8717	88.7883	0	0	0	27.2636	0	0	0	55.2468	38.0342	0	0	95.91	97.0807	0	0	125.433	99.2588	0	0	126.522	43.2925	0	0	98.5392	0	0	0	57.876	0	0	0	28.3527	322	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	202.079	0	0	305.934	0
6084	178.698	41.6282	237.817	0	0	0	72.1928	0	0	0	113.522	6.08236	0	0	208.997	193.47	0	0	302.691	267.526	0	0	339.719	184.869	0	0	298.39	0	0	0	202.915	0	0	0	109.221	280.5	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	192.082	0	0	268.654	0
6085	198.468	40.2412	375.653	0	0	0	114.816	0	0	0	126.76	0	0	0	255.02	198.279	0	0	424.464	421.018	0	0	535.834	397.131	0	0	523.89	140.61	0	0	395.63	0	0	0	226.186	228	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	174.365	0	0	220.814	0
6086	216.743	35.9756	307.819	0	0	0	96.6747	0	0	0	56.7493	0	0	0	139.739	60.9025	0	0	297.03	339.809	0	0	436.483	419.66	0	0	476.409	253.68	0	0	393.419	0	0	0	236.128	226.5	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	166.682	0	0	218.486	0
6087	232.826	29.5097	240.867	0	0	0	80.0274	0	0	0	0	0	0	0	39.0514	0	0	0	179.623	257.14	0	0	337.167	421.599	0	0	419.397	339.092	0	0	378.143	57.9496	0	0	237.572	177.5	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	130.587	0	0	171.215	0
6088	246.924	21.5831	189.626	0	0	0	70.2801	0	0	0	0	0	0	0	0	0	0	0	74.7301	187.882	0	0	258.162	444.688	0	0	386.565	441.002	0	0	384.722	178.983	0	0	253.713	113.5	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	87.0627	0	0	109.958	0
6089	259.64	12.8126	73.7363	0	0	0	34.7041	0	0	0	0	0	0	0	0	0	0	0	0	58.3066	0	0	93.0108	266.75	0	0	197.232	318.935	0	0	223.325	184.292	0	0	156.004	66.5	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	47.2736	0	0	63.9242	0
6090	271.641	3.68418	3.24497	1.44271	0	0	3.53158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08884	34.6003	0	0	20.1104	50.375	0	0	27.9977	36.6407	0	0	21.1306	26.5	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	16.2245	0	0	25.1233	0
6091	283.558	-5.39069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6092	295.989	-14.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6093	309.486	-21.7184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6094	324.491	-27.9787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6095	341.117	-32.1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6096	358.884	-33.7927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6097	16.732	-32.5631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6098	33.5576	-28.6845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6099	48.7908	-22.6716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6100	62.4804	-15.1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6101	75.0379	-6.62454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6102	87.0107	2.39231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	11.7	0	0	18.455	0
6103	98.9894	11.5082	2.1946	0	0	0	1.05848	6.33728	0	0	5.06921	10.6465	0	0	7.22381	8.7191	0	0	6.26013	1.68422	0	0	2.74268	0	0	0	0	0	0	0	0	0	0	0	0	77.5	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	46.7195	0	0	73.3762	0
6104	111.598	20.3141	9.89425	0	0	0	3.64953	10.6154	0	0	13.8764	24.8508	0	0	20.9941	24.5289	0	0	20.8331	9.83832	0	0	13.4878	0	0	0	3.26096	0	0	0	0	0	0	0	0	158	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	95.7895	0	0	149.665	0
6105	125.497	28.3353	10.6792	0	0	0	3.49868	3.26959	0	0	10.8832	16.1234	0	0	17.3102	19.5324	0	0	19.0146	11.4996	0	0	14.9982	0	0	0	7.61367	0	0	0	1.18674	0	0	0	0	209.5	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	126.768	0	0	198.416	0
6106	141.297	34.9732	9.17109	0	0	0	2.82662	0	0	0	7.2234	8.19793	0	0	12.0414	13.0316	0	0	14.4582	10.2316	0	0	13.0582	1.43802	0	0	8.66141	0	0	0	3.84344	0	0	0	1.42659	236	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	142.517	0	0	223.476	0
6107	159.263	39.503	6.9973	0	0	0	2.09101	0	0	0	4.31595	3.00521	0	0	7.56244	7.73778	0	0	9.92873	7.93767	0	0	10.0287	3.48779	0	0	7.80373	0	0	0	4.55724	0	0	0	2.19095	184.5	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	111.4	0	0	174.706	0
