Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.1 Rücklauftemperatur [C]	Variante 10.1 Innentemperatur.Wand.Nord [C]	Variante 10.1 Innentemperatur.Wand.Süd [C]	Variante 10.1 Innentemperatur.Boden [C]	Variante 10.1 Innentemperatur.Wand.Ost [C]	Variante 10.1 Innentemperatur.Wand.West [C]	Variante 10.1 Innentemperatur.Dach [C]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.West [C]	Variante 10.6 Innentemperatur.Dach [C]
3690	30	395.443	0	0	27.449	27.449	27.449	27.449	27.449	344.418	25.76	616.121	0	34.263	21.733	21.733	30.999	21.733	21.733	21.733	27.526	699.449	0	34.163	25.303	25.303	30.409	25.31	25.31	25.324	20.026	0	0	20.794	19.618	19.618	20.555	19.618	19.618	19.618	20.23	0	0	20.833	19.99	19.99	20.539	19.991	19.991	19.993	15.916	0	0	15.931	15.919	15.919	15.918	15.919	15.919	15.919
3691	30	395.184	0	0	27.45	27.45	27.45	27.45	27.45	344.193	25.797	613.961	0	34.266	21.786	21.786	31.015	21.786	21.786	21.786	27.567	695.995	0	34.167	25.356	25.356	30.434	25.364	25.364	25.377	20.022	0	0	20.757	19.633	19.633	20.527	19.633	19.633	19.633	20.226	0	0	20.79	20.003	20.003	20.514	20.004	20.004	20.006	15.931	0	0	15.947	15.934	15.934	15.934	15.934	15.934	15.934
3692	30	394.932	0	0	27.452	27.452	27.452	27.452	27.452	343.973	25.833	611.824	0	34.268	21.838	21.838	31.03	21.838	21.838	21.838	27.607	692.587	0	34.172	25.409	25.409	30.458	25.417	25.417	25.43	20.02	0	0	20.721	19.649	19.649	20.501	19.649	19.649	19.649	20.224	0	0	20.75	20.017	20.017	20.492	20.018	20.018	20.019	15.946	0	0	15.963	15.95	15.95	15.949	15.95	15.95	15.95
3693	30	394.685	0	0	27.454	27.454	27.454	27.454	27.454	343.758	25.869	609.707	0	34.271	21.889	21.889	31.045	21.889	21.889	21.889	27.647	689.224	0	34.176	25.462	25.462	30.482	25.469	25.469	25.482	20.017	0	0	20.685	19.664	19.664	20.476	19.664	19.664	19.664	20.223	0	0	20.712	20.029	20.029	20.472	20.03	20.03	20.032	15.962	0	0	15.977	15.965	15.965	15.964	15.965	15.965	15.965
3694	30	394.443	0	0	27.455	27.455	27.455	27.455	27.455	343.547	25.904	607.612	0	34.273	21.941	21.941	31.06	21.941	21.941	21.941	27.687	685.906	0	34.18	25.513	25.513	30.505	25.521	25.521	25.534	20.013	0	0	20.647	19.676	19.676	20.451	19.676	19.676	19.676	20.219	0	0	20.672	20.039	20.039	20.452	20.04	20.04	20.042	15.976	0	0	15.991	15.979	15.979	15.979	15.979	15.979	15.979
3695	30	394.207	0	0	27.457	27.457	27.457	27.457	27.457	343.342	25.939	605.537	0	34.276	21.991	21.991	31.075	21.991	21.991	21.991	27.726	682.631	0	34.183	25.564	25.564	30.529	25.572	25.572	25.585	20.005	0	0	20.606	19.684	19.684	20.423	19.684	19.684	19.684	20.213	0	0	20.631	20.045	20.045	20.429	20.046	20.046	20.047	15.989	0	0	16.002	15.992	15.992	15.992	15.992	15.992	15.992
3696	30	393.977	0	0	27.458	27.458	27.458	27.458	27.458	343.141	25.974	603.483	0	34.278	22.041	22.041	31.09	22.041	22.041	22.041	27.764	679.4	0	34.187	25.615	25.615	30.552	25.622	25.622	25.635	20.06	3897.473	0	25.676	19.689	19.689	20.593	19.689	19.689	19.689	20.202	0	0	20.589	20.046	20.046	20.403	20.046	20.046	20.048	16.001	0	0	16.01	16.003	16.003	16.002	16.003	16.003	16.003
3697	30	393.752	0	0	27.46	27.46	27.46	27.46	27.46	342.945	26.008	601.45	0	34.281	22.091	22.091	31.104	22.091	22.091	22.091	27.802	676.211	0	34.191	25.664	25.664	30.574	25.672	25.672	25.684	21.303	0	0	24.07	19.786	19.786	23.28	19.786	19.786	19.786	20.189	0	0	20.545	20.042	20.042	20.376	20.043	20.043	20.044	16.009	0	0	16.013	16.01	16.01	16.009	16.01	16.01	16.01
3698	30	393.532	0	0	27.461	27.461	27.461	27.461	27.461	342.754	26.042	599.437	0	34.283	22.14	22.14	31.119	22.14	22.14	22.14	27.839	673.065	0	34.195	25.713	25.713	30.597	25.72	25.72	25.733	21.135	0	0	23.091	19.835	19.835	22.799	19.835	19.835	19.835	20.172	0	0	20.502	20.036	20.036	20.346	20.036	20.036	20.038	16.012	0	0	16.012	16.012	16.012	16.012	16.012	16.012	16.012
3699	30	393.317	0	0	27.462	27.462	27.462	27.462	27.462	342.567	26.076	597.444	0	34.285	22.189	22.189	31.133	22.189	22.189	22.189	27.876	669.96	0	34.199	25.761	25.761	30.619	25.769	25.769	25.781	20.921	0	0	22.637	19.847	19.847	22.301	19.847	19.847	19.847	20.154	0	0	20.459	20.027	20.027	20.316	20.027	20.027	20.029	16.012	0	0	16.009	16.011	16.011	16.011	16.011	16.011	16.011
3700	30	393.108	0	0	27.464	27.464	27.464	27.464	27.464	342.384	26.109	595.471	0	34.288	22.237	22.237	31.147	22.237	22.237	22.237	27.913	666.897	0	34.202	25.809	25.809	30.641	25.816	25.816	25.829	20.777	0	0	22.346	19.846	19.846	21.977	19.846	19.846	19.846	20.134	0	0	20.416	20.016	20.016	20.285	20.016	20.016	20.018	16.008	0	0	16.002	16.007	16.007	16.007	16.007	16.007	16.007
3701	30	392.902	0	0	27.465	27.465	27.465	27.465	27.465	342.205	26.142	593.518	0	34.29	22.284	22.284	31.161	22.284	22.284	22.284	27.948	663.873	0	34.206	25.856	25.856	30.662	25.863	25.863	25.876	20.679	0	0	22.14	19.841	19.841	21.761	19.841	19.841	19.841	20.114	0	0	20.374	20.003	20.003	20.254	20.004	20.004	20.005	16.002	0	0	15.993	16	16	16.001	16	16	16
3702	30	392.702	0	0	27.466	27.466	27.466	27.466	27.466	342.031	26.175	591.584	0	34.292	22.331	22.331	31.175	22.331	22.331	22.331	27.984	660.89	0	34.209	25.902	25.902	30.683	25.909	25.909	25.922	20.606	0	0	21.98	19.833	19.833	21.604	19.833	19.833	19.833	20.092	0	0	20.333	19.989	19.989	20.222	19.989	19.989	19.99	15.993	0	0	15.982	15.991	15.991	15.991	15.991	15.991	15.991
3703	30	392.507	0	0	27.468	27.468	27.468	27.468	27.468	341.861	26.207	589.67	0	34.295	22.378	22.378	31.188	22.378	22.378	22.378	28.019	657.947	0	34.213	25.948	25.948	30.704	25.955	25.955	25.967	20.548	0	0	21.848	19.825	19.825	21.482	19.825	19.825	19.825	20.069	0	0	20.291	19.973	19.973	20.19	19.973	19.973	19.974	15.982	0	0	15.969	15.98	15.98	15.98	15.98	15.98	15.98
3704	30	392.315	0	0	27.469	27.469	27.469	27.469	27.469	341.694	26.239	587.774	0	34.297	22.424	22.424	31.202	22.424	22.424	22.424	28.053	655.042	0	34.216	25.993	25.993	30.725	26	26	26.012	20.497	0	0	21.732	19.815	19.815	21.379	19.815	19.815	19.815	20.045	0	0	20.252	19.956	19.956	20.159	19.956	19.956	19.957	15.969	0	0	15.953	15.966	15.966	15.967	15.966	15.966	15.966
3705	30	392.129	0	0	27.47	27.47	27.47	27.47	27.47	341.531	26.271	585.898	0	34.299	22.47	22.47	31.215	22.47	22.47	22.47	28.087	652.176	0	34.22	26.038	26.038	30.745	26.045	26.045	26.057	20.453	0	0	21.628	19.806	19.806	21.289	19.806	19.806	19.806	20.023	0	0	20.215	19.939	19.939	20.128	19.939	19.939	19.94	15.954	0	0	15.938	15.951	15.951	15.951	15.951	15.951	15.951
3706	30	391.946	0	0	27.471	27.471	27.471	27.471	27.471	341.373	26.302	584.04	0	34.301	22.516	22.516	31.229	22.516	22.516	22.516	28.121	649.348	0	34.223	26.082	26.082	30.765	26.088	26.088	26.101	20.413	0	0	21.536	19.799	19.799	21.208	19.799	19.799	19.799	20.002	0	0	20.183	19.924	19.924	20.1	19.925	19.925	19.925	15.939	0	0	15.925	15.936	15.936	15.937	15.936	15.936	15.936
3707	30	391.768	0	0	27.472	27.472	27.472	27.472	27.472	341.217	26.334	582.201	0	34.304	22.56	22.56	31.242	22.56	22.56	22.56	28.154	646.558	0	34.227	26.125	26.125	30.785	26.132	26.132	26.144	20.38	0	0	21.453	19.796	19.796	21.137	19.796	19.796	19.796	20.744	3106.824	0	27.567	19.994	19.994	21.872	19.995	19.995	19.997	15.927	0	0	15.917	15.924	15.924	15.925	15.924	15.924	15.924
3708	30	391.594	0	0	27.474	27.474	27.474	27.474	27.474	341.066	26.364	580.38	0	34.306	22.605	22.605	31.255	22.605	22.605	22.605	28.187	643.804	0	34.23	26.168	26.168	30.805	26.174	26.174	26.186	20.354	0	0	21.381	19.797	19.797	21.075	19.797	19.797	19.797	21.141	0	0	23.018	20.138	20.138	22.415	20.139	20.139	20.142	15.918	0	0	15.914	15.917	15.917	15.917	15.917	15.917	15.917
3709	30	391.424	0	0	27.475	27.475	27.475	27.475	27.475	340.917	26.395	578.577	0	34.308	22.649	22.649	31.268	22.649	22.649	22.649	28.219	641.087	0	34.233	26.21	26.21	30.824	26.217	26.217	26.228	20.334	0	0	21.319	19.804	19.804	21.022	19.804	19.804	19.804	20.9	0	0	22.329	20.171	20.171	21.826	20.173	20.173	20.175	15.915	0	0	15.916	15.915	15.915	15.915	15.915	15.915	15.915
3710	30	391.257	0	0	27.476	27.476	27.476	27.476	27.476	340.773	26.425	576.792	0	34.31	22.692	22.692	31.281	22.692	22.692	22.692	28.251	638.407	0	34.236	26.251	26.251	30.843	26.258	26.258	26.27	20.321	0	0	21.265	19.816	19.816	20.977	19.816	19.816	19.816	20.75	0	0	21.961	20.182	20.182	21.475	20.183	20.183	20.186	15.917	0	0	15.923	15.918	15.918	15.918	15.918	15.918	15.918
3711	30	391.095	0	0	27.477	27.477	27.477	27.477	27.477	340.631	26.455	575.025	0	34.312	22.735	22.735	31.293	22.735	22.735	22.735	28.282	635.761	0	34.24	26.292	26.292	30.862	26.299	26.299	26.311	20.314	0	0	21.219	19.833	19.833	20.94	19.833	19.833	19.833	20.666	0	0	21.742	20.193	20.193	21.273	20.194	20.194	20.196	15.923	0	0	15.934	15.925	15.925	15.925	15.925	15.925	15.925
3712	30	390.936	0	0	27.478	27.478	27.478	27.478	27.478	340.493	26.484	573.276	0	34.314	22.778	22.778	31.306	22.778	22.778	22.778	28.313	633.151	0	34.243	26.333	26.333	30.881	26.34	26.34	26.351	20.312	0	0	21.178	19.853	19.853	20.909	19.853	19.853	19.853	20.621	0	0	21.601	20.207	20.207	21.153	20.208	20.208	20.21	15.934	0	0	15.949	15.937	15.937	15.937	15.937	15.937	15.937
3713	30	390.782	0	0	27.479	27.479	27.479	27.479	27.479	340.358	26.514	571.544	0	34.316	22.82	22.82	31.318	22.82	22.82	22.82	28.343	630.576	0	34.246	26.373	26.373	30.899	26.379	26.379	26.391	20.314	0	0	21.143	19.876	19.876	20.883	19.876	19.876	19.876	20.597	0	0	21.502	20.226	20.226	21.077	20.227	20.227	20.229	15.949	0	0	15.966	15.952	15.952	15.952	15.952	15.952	15.952
3714	30	390.63	0	0	27.48	27.48	27.48	27.48	27.48	340.226	26.543	569.829	0	34.318	22.862	22.862	31.33	22.862	22.862	22.862	28.373	628.086	0	34.249	26.412	26.412	30.916	26.419	26.419	26.431	20.319	0	0	21.112	19.902	19.902	20.862	19.902	19.902	19.902	20.587	0	0	21.427	20.248	20.248	21.026	20.249	20.249	20.251	15.966	0	0	15.987	15.97	15.97	15.97	15.97	15.97	15.97
3715	30	390.482	0	0	27.481	27.481	27.481	27.481	27.481	340.097	26.571	568.132	0	34.32	22.904	22.904	31.342	22.904	22.904	22.904	28.403	625.635	0	34.252	26.451	26.451	30.934	26.458	26.458	26.469	20.326	0	0	21.084	19.928	19.928	20.844	19.928	19.928	19.928	20.585	0	0	21.367	20.272	20.272	20.99	20.273	20.273	20.275	15.986	0	0	16.008	15.99	15.99	15.99	15.99	15.99	15.99
3716	30	390.338	0	0	27.482	27.482	27.482	27.482	27.482	339.972	26.6	566.452	0	34.322	22.945	22.945	31.354	22.945	22.945	22.945	28.432	623.182	0	34.255	26.49	26.49	30.951	26.496	26.496	26.508	20.334	0	0	21.057	19.955	19.955	20.828	19.955	19.955	19.955	20.587	0	0	21.315	20.298	20.298	20.963	20.299	20.299	20.3	16.007	0	0	16.028	16.011	16.011	16.01	16.011	16.011	16.011
3717	30	390.197	0	0	27.483	27.483	27.483	27.483	27.483	339.849	26.628	564.788	0	34.324	22.985	22.985	31.366	22.985	22.985	22.985	28.461	620.749	0	34.257	26.527	26.527	30.969	26.534	26.534	26.545	20.342	0	0	21.031	19.981	19.981	20.813	19.981	19.981	19.981	20.591	0	0	21.268	20.322	20.322	20.94	20.323	20.323	20.325	16.027	0	0	16.049	16.032	16.032	16.031	16.032	16.032	16.032
3718	30	390.059	0	0	27.483	27.483	27.483	27.483	27.483	339.729	26.656	563.141	0	34.326	23.025	23.025	31.378	23.025	23.025	23.025	28.49	618.343	0	34.26	26.565	26.565	30.986	26.571	26.571	26.583	20.348	0	0	21.002	20.003	20.003	20.797	20.003	20.003	20.003	20.594	0	0	21.221	20.343	20.343	20.918	20.344	20.344	20.346	16.048	0	0	16.069	16.052	16.052	16.051	16.052	16.052	16.052
3719	30	389.924	0	0	27.484	27.484	27.484	27.484	27.484	339.611	26.683	561.51	0	34.328	23.065	23.065	31.39	23.065	23.065	23.065	28.518	615.968	0	34.263	26.602	26.602	31.003	26.608	26.608	26.619	20.35	0	0	20.969	20.021	20.021	20.778	20.021	20.021	20.021	20.593	0	0	21.174	20.36	20.36	20.895	20.361	20.361	20.363	16.067	0	0	16.086	16.071	16.071	16.07	16.071	16.071	16.071
3720	30	389.792	0	0	27.485	27.485	27.485	27.485	27.485	339.497	26.711	559.895	0	34.33	23.104	23.104	31.401	23.104	23.104	23.104	28.546	613.623	0	34.266	26.638	26.638	31.019	26.644	26.644	26.656	20.347	0	0	20.934	20.033	20.033	20.755	20.033	20.033	20.033	20.589	0	0	21.126	20.371	20.371	20.869	20.372	20.372	20.374	16.084	0	0	16.101	16.088	16.088	16.087	16.088	16.088	16.088
3721	30	389.664	0	0	27.486	27.486	27.486	27.486	27.486	339.385	26.738	558.297	0	34.332	23.143	23.143	31.413	23.143	23.143	23.143	28.573	611.309	0	34.269	26.674	26.674	31.036	26.68	26.68	26.691	20.34	0	0	20.896	20.04	20.04	20.729	20.04	20.04	20.04	20.58	0	0	21.077	20.378	20.378	20.841	20.379	20.379	20.38	16.099	0	0	16.112	16.102	16.102	16.101	16.102	16.102	16.102
3722	30	389.538	0	0	27.487	27.487	27.487	27.487	27.487	339.275	26.764	556.715	0	34.334	23.182	23.182	31.424	23.182	23.182	23.182	28.6	609.025	0	34.272	26.709	26.709	31.052	26.715	26.715	26.727	20.33	0	0	20.857	20.043	20.043	20.701	20.043	20.043	20.043	20.569	0	0	21.028	20.38	20.38	20.812	20.381	20.381	20.382	16.11	0	0	16.118	16.112	16.112	16.112	16.112	16.112	16.112
3723	30	389.415	0	0	27.488	27.488	27.488	27.488	27.488	339.168	26.791	555.148	0	34.336	23.22	23.22	31.435	23.22	23.22	23.22	28.627	606.771	0	34.274	26.744	26.744	31.068	26.75	26.75	26.761	20.317	0	0	20.817	20.044	20.044	20.671	20.044	20.044	20.044	20.555	0	0	20.98	20.379	20.379	20.781	20.38	20.38	20.381	16.117	0	0	16.122	16.119	16.119	16.118	16.119	16.119	16.119
3724	30	389.295	0	0	27.488	27.488	27.488	27.488	27.488	339.064	26.817	553.597	0	34.338	23.258	23.258	31.446	23.258	23.258	23.258	28.653	604.546	0	34.277	26.778	26.778	31.084	26.785	26.785	26.796	20.301	0	0	20.776	20.041	20.041	20.639	20.041	20.041	20.041	20.539	0	0	20.932	20.375	20.375	20.75	20.376	20.376	20.377	16.121	0	0	16.122	16.122	16.122	16.121	16.122	16.122	16.122
3725	30	389.178	0	0	27.489	27.489	27.489	27.489	27.489	338.962	26.843	552.062	0	34.34	23.296	23.296	31.457	23.296	23.296	23.296	28.679	602.351	0	34.279	26.812	26.812	31.1	26.819	26.819	26.83	20.284	0	0	20.734	20.036	20.036	20.606	20.036	20.036	20.036	20.521	0	0	20.885	20.368	20.368	20.717	20.369	20.369	20.37	16.121	0	0	16.118	16.121	16.121	16.121	16.121	16.121	16.121
3726	30	389.064	0	0	27.49	27.49	27.49	27.49	27.49	338.862	26.869	550.542	0	34.341	23.333	23.333	31.468	23.333	23.333	23.333	28.705	600.186	0	34.282	26.846	26.846	31.115	26.852	26.852	26.863	20.266	0	0	20.693	20.028	20.028	20.572	20.028	20.028	20.028	20.502	0	0	20.839	20.36	20.36	20.685	20.36	20.36	20.362	16.118	0	0	16.112	16.117	16.117	16.117	16.117	16.117	16.117
3727	30	388.952	0	0	27.491	27.491	27.491	27.491	27.491	338.765	26.894	549.037	0	34.343	23.369	23.369	31.479	23.369	23.369	23.369	28.73	598.048	0	34.285	26.879	26.879	31.13	26.885	26.885	26.896	20.246	0	0	20.651	20.019	20.019	20.538	20.019	20.019	20.019	20.482	0	0	20.794	20.349	20.349	20.652	20.35	20.35	20.351	16.112	0	0	16.105	16.111	16.111	16.111	16.111	16.111	16.111
3728	30	388.843	0	0	27.491	27.491	27.491	27.491	27.491	338.67	26.919	547.547	0	34.345	23.406	23.406	31.49	23.406	23.406	23.406	28.755	595.94	0	34.287	26.911	26.911	31.145	26.918	26.918	26.929	20.225	0	0	20.611	20.009	20.009	20.504	20.009	20.009	20.009	20.462	0	0	20.751	20.338	20.338	20.62	20.338	20.338	20.339	16.105	0	0	16.097	16.104	16.104	16.104	16.104	16.104	16.104
3729	30	388.736	0	0	27.492	27.492	27.492	27.492	27.492	338.577	26.944	546.071	0	34.347	23.442	23.442	31.5	23.442	23.442	23.442	28.78	593.859	0	34.29	26.944	26.944	31.16	26.95	26.95	26.961	20.206	0	0	20.575	20	20	20.472	20	20	20	20.442	0	0	20.713	20.327	20.327	20.589	20.327	20.327	20.328	16.097	0	0	16.09	16.096	16.096	16.096	16.096	16.096	16.096
3730	30	388.632	0	0	27.493	27.493	27.493	27.493	27.493	338.486	26.969	544.611	0	34.349	23.477	23.477	31.511	23.477	23.477	23.477	28.804	591.806	0	34.292	26.975	26.975	31.175	26.981	26.981	26.992	20.189	0	0	20.545	19.993	19.993	20.444	19.993	19.993	19.993	20.426	0	0	20.681	20.319	20.319	20.563	20.319	20.319	20.32	16.09	0	0	16.085	16.089	16.089	16.089	16.089	16.089	16.089
3731	30	388.53	0	0	27.493	27.493	27.493	27.493	27.493	338.397	26.993	543.165	0	34.35	23.513	23.513	31.521	23.513	23.513	23.513	28.828	589.78	0	34.295	27.007	27.007	31.189	27.013	27.013	27.023	20.178	0	0	20.523	19.991	19.991	20.421	19.991	19.991	19.991	20.415	0	0	20.657	20.315	20.315	20.542	20.316	20.316	20.317	16.086	0	0	16.084	16.085	16.085	16.085	16.085	16.085	16.085
3732	30	388.43	0	0	27.494	27.494	27.494	27.494	27.494	338.31	27.018	541.734	0	34.352	23.547	23.547	31.531	23.547	23.547	23.547	28.851	587.781	0	34.297	27.037	27.037	31.203	27.044	27.044	27.054	20.174	0	0	20.507	19.995	19.995	20.405	19.995	19.995	19.995	20.41	0	0	20.641	20.318	20.318	20.529	20.318	20.318	20.319	16.084	0	0	16.085	16.084	16.084	16.085	16.084	16.084	16.084
3733	30	388.333	0	0	27.495	27.495	27.495	27.495	27.495	338.226	27.042	540.317	0	34.354	23.582	23.582	31.541	23.582	23.582	23.582	28.875	585.809	0	34.299	27.068	27.068	31.217	27.074	27.074	27.085	20.174	0	0	20.496	20.005	20.005	20.395	20.005	20.005	20.005	20.411	0	0	20.63	20.325	20.325	20.522	20.326	20.326	20.327	16.086	0	0	16.089	16.086	16.086	16.086	16.086	16.086	16.086
3734	30	388.238	0	0	27.495	27.495	27.495	27.495	27.495	338.143	27.065	538.914	0	34.355	23.616	23.616	31.551	23.616	23.616	23.616	28.898	583.864	0	34.302	27.098	27.098	31.231	27.104	27.104	27.115	20.18	0	0	20.491	20.018	20.018	20.391	20.018	20.018	20.018	20.417	0	0	20.625	20.337	20.337	20.52	20.338	20.338	20.339	16.089	0	0	16.095	16.09	16.09	16.09	16.09	16.09	16.09
3735	30	388.145	0	0	27.496	27.496	27.496	27.496	27.496	338.062	27.089	537.525	0	34.357	23.65	23.65	31.561	23.65	23.65	23.65	28.92	581.944	0	34.304	27.128	27.128	31.245	27.134	27.134	27.144	20.19	0	0	20.491	20.036	20.036	20.391	20.036	20.036	20.036	20.427	0	0	20.625	20.353	20.353	20.524	20.354	20.354	20.355	16.095	0	0	16.105	16.097	16.097	16.097	16.097	16.097	16.097
3736	30	388.055	0	0	27.496	27.496	27.496	27.496	27.496	337.983	27.112	536.15	0	34.359	23.684	23.684	31.571	23.684	23.684	23.684	28.943	580.05	0	34.306	27.157	27.157	31.258	27.163	27.163	27.173	20.203	0	0	20.493	20.057	20.057	20.395	20.057	20.057	20.057	20.441	0	0	20.628	20.372	20.372	20.531	20.373	20.373	20.374	16.105	0	0	16.117	16.107	16.107	16.107	16.107	16.107	16.107
3737	30	387.966	0	0	27.497	27.497	27.497	27.497	27.497	337.906	27.135	534.788	0	34.36	23.717	23.717	31.581	23.717	23.717	23.717	28.965	578.181	0	34.308	27.186	27.186	31.272	27.192	27.192	27.202	20.219	0	0	20.497	20.079	20.079	20.402	20.079	20.079	20.079	20.457	0	0	20.633	20.393	20.393	20.541	20.394	20.394	20.394	16.117	0	0	16.131	16.12	16.12	16.119	16.12	16.12	16.12
3738	30	387.88	0	0	27.498	27.498	27.498	27.498	27.498	337.831	27.158	533.441	0	34.362	23.75	23.75	31.591	23.75	23.75	23.75	28.987	576.337	0	34.311	27.214	27.214	31.285	27.22	27.22	27.23	20.235	0	0	20.501	20.102	20.102	20.41	20.102	20.102	20.102	20.474	0	0	20.639	20.415	20.415	20.552	20.415	20.415	20.416	16.131	0	0	16.148	16.134	16.134	16.134	16.134	16.134	16.134
3739	30	387.795	0	0	27.498	27.498	27.498	27.498	27.498	337.757	27.18	532.106	0	34.364	23.782	23.782	31.6	23.782	23.782	23.782	29.008	574.518	0	34.313	27.242	27.242	31.298	27.248	27.248	27.258	20.252	0	0	20.505	20.125	20.125	20.418	20.125	20.125	20.125	20.49	0	0	20.645	20.435	20.435	20.563	20.436	20.436	20.437	16.148	0	0	16.166	16.151	16.151	16.151	16.151	16.151	16.151
3740	30	387.713	0	0	27.499	27.499	27.499	27.499	27.499	337.685	27.203	530.785	0	34.365	23.815	23.815	31.61	23.815	23.815	23.815	29.029	572.723	0	34.315	27.27	27.27	31.31	27.276	27.276	27.286	20.267	0	0	20.508	20.146	20.146	20.426	20.146	20.146	20.146	20.506	0	0	20.65	20.455	20.455	20.574	20.455	20.455	20.456	16.166	0	0	16.185	16.17	16.17	16.169	16.17	16.17	16.17
3741	30	387.632	0	0	27.499	27.499	27.499	27.499	27.499	337.615	27.225	529.477	0	34.367	23.846	23.846	31.619	23.846	23.846	23.846	29.05	570.952	0	34.317	27.297	27.297	31.323	27.303	27.303	27.313	20.281	0	0	20.509	20.165	20.165	20.432	20.165	20.165	20.165	20.52	0	0	20.653	20.472	20.472	20.583	20.473	20.473	20.474	16.184	0	0	16.204	16.188	16.188	16.187	16.188	16.188	16.188
3742	30	387.553	0	0	27.5	27.5	27.5	27.5	27.5	337.546	27.247	528.183	0	34.368	23.878	23.878	31.628	23.878	23.878	23.878	29.071	569.205	0	34.319	27.324	27.324	31.335	27.33	27.33	27.34	20.293	0	0	20.509	20.182	20.182	20.437	20.182	20.182	20.182	20.533	0	0	20.655	20.488	20.488	20.591	20.488	20.488	20.489	16.202	0	0	16.22	16.206	16.206	16.205	16.206	16.206	16.206
3743	30	387.476	0	0	27.5	27.5	27.5	27.5	27.5	337.479	27.268	526.901	0	34.37	23.909	23.909	31.637	23.909	23.909	23.909	29.091	567.481	0	34.321	27.351	27.351	31.348	27.357	27.357	27.367	20.302	0	0	20.507	20.197	20.197	20.44	20.197	20.197	20.197	20.543	0	0	20.656	20.501	20.501	20.597	20.502	20.502	20.502	16.219	0	0	16.233	16.222	16.222	16.221	16.222	16.222	16.222
3744	30	387.401	0	0	27.501	27.501	27.501	27.501	27.501	337.414	27.29	525.632	0	34.371	23.94	23.94	31.646	23.94	23.94	23.94	29.111	565.78	0	34.323	27.377	27.377	31.36	27.383	27.383	27.393	20.31	0	0	20.503	20.209	20.209	20.441	20.209	20.209	20.209	20.551	0	0	20.654	20.512	20.512	20.601	20.512	20.512	20.513	16.231	0	0	16.24	16.233	16.233	16.233	16.233	16.233	16.233
3745	30	387.328	0	0	27.501	27.501	27.501	27.501	27.501	337.35	27.311	524.375	0	34.373	23.971	23.971	31.655	23.971	23.971	23.971	29.131	564.102	0	34.325	27.403	27.403	31.372	27.409	27.409	27.419	20.315	0	0	20.497	20.219	20.219	20.44	20.219	20.219	20.219	20.556	0	0	20.65	20.52	20.52	20.603	20.52	20.52	20.521	16.239	0	0	16.244	16.24	16.24	16.24	16.24	16.24	16.24
3746	30	387.256	0	0	27.502	27.502	27.502	27.502	27.502	337.287	27.332	523.131	0	34.374	24.001	24.001	31.664	24.001	24.001	24.001	29.151	562.447	0	34.327	27.428	27.428	31.383	27.434	27.434	27.444	20.317	0	0	20.489	20.226	20.226	20.437	20.226	20.226	20.226	20.559	0	0	20.645	20.525	20.525	20.602	20.525	20.525	20.526	16.243	0	0	16.244	16.243	16.243	16.243	16.243	16.243	16.243
