Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
7426	15.0132	500	0	23.9895	829.038	-668.409	34.0089	18.8412	30.6656	18.8412	18.8412	18.8412	18.8412	26.3497	931.154	-369.626	33.8872	23.5164	30.0363	23.5014	23.491	23.5014	23.491	20.4346	-0.0486151	-331.497	24.6759	18.0081	23.8971	18.0081	18.0081	18.0081	18.0081	20.655	-1.77E-02	-216.334	23.919	19.158	23.0076	19.1513	19.1458	19.1513	19.1458	13.5691	0.00E+00	0	13.5619	13.5756	13.576	13.5769	13.576	13.5769	13.576
7427	15.0165	500	0	24.0054	828.036	-667.425	34.0101	18.8647	30.6718	18.8647	18.8647	18.8647	18.8647	26.3686	929.418	-368.779	33.8893	23.542	30.047	23.527	23.5166	23.527	23.5166	20.1984	-0.00288272	-302.388	24.1878	17.9672	23.3355	17.9672	17.9672	17.9672	17.9672	20.3712	5.44E-05	-179.298	23.2741	19.1119	22.298	19.1055	19.1002	19.1055	19.1002	13.5531	0.00E+00	0	13.5457	13.5599	13.5603	13.5612	13.5603	13.5612	13.5603
7428	15.0199	500	0	24.0212	827.045	-666.452	34.0113	18.888	30.6778	18.888	18.888	18.888	18.888	26.3873	927.706	-367.943	33.8913	23.5672	30.0574	23.5522	23.5419	23.5522	23.5419	20.0085	160.993	-281.089	24.744	17.9232	22.9111	17.9232	17.9232	17.9232	17.9232	20.1625	5.07E-05	-156.19	22.8033	19.0523	21.8241	19.0463	19.0412	19.0463	19.0412	13.5374	0.00E+00	0	13.5304	13.544	13.5444	13.5453	13.5444	13.5453	13.5444
7429	15.0232	500	0	24.0368	826.064	-665.488	34.0125	18.9111	30.6839	18.9111	18.9111	18.9111	18.9111	26.4058	926.018	-367.119	33.8933	23.592	30.0678	23.5771	23.5668	23.5771	23.5668	20.4819	1296.51	-306.009	26.1824	17.8953	23.2725	17.8953	17.8953	17.8953	17.8953	19.9979	1.00E+02	-140.295	23.2419	18.9928	21.4803	18.9871	18.9822	18.9871	18.9822	13.5238	0.00E+00	0	13.5177	13.5293	13.5297	13.5306	13.5297	13.5306	13.5297
7430	15.0265	500	0	24.0522	825.093	-664.535	34.0136	18.9339	30.6898	18.9339	18.9339	18.9339	18.9339	26.4239	924.354	-366.307	33.8953	23.6165	30.0779	23.6016	23.5913	23.6016	23.5913	20.7985	961.092	-359.814	26.6556	17.9157	24.257	17.9157	17.9157	17.9157	17.9157	20.5514	1.66E+03	-169.689	25.508	18.9697	21.9215	18.9641	18.9592	18.9641	18.9592	13.5142	0.00E+00	0	13.5097	13.5178	13.5181	13.519	13.5182	13.519	13.5182
7431	15.0298	500	0	24.0674	824.132	-663.591	34.0148	18.9565	30.6957	18.9565	18.9565	18.9565	18.9565	26.4418	922.712	-365.507	33.8972	23.6406	30.088	23.6258	23.6155	23.6258	23.6155	20.9823	886.087	-385.276	27.0232	17.9464	24.7486	17.9464	17.9464	17.9464	17.9464	20.9664	1.28E+03	-230.593	26.2265	19.0481	23.0874	19.0417	19.0364	19.0417	19.0364	13.5089	0.00E+00	0	13.5061	13.5105	13.5108	13.5117	13.5109	13.5117	13.5109
7432	15.033	500	0	24.0826	823.181	-662.657	34.0159	18.9788	30.7016	18.9788	18.9788	18.9788	18.9788	26.4595	921.093	-364.717	33.8992	23.6644	30.0979	23.6496	23.6394	23.6496	23.6394	20.8321	92.2075	-386.738	25.654	17.9749	24.8288	17.9749	17.9749	17.9749	17.9749	20.8394	1.29E+02	-240.017	24.4404	19.1275	23.375	19.1206	19.115	19.1206	19.115	13.5083	0.00E+00	0	13.5074	13.5077	13.508	13.509	13.5081	13.509	13.5081
7433	15.0363	500	0	24.0975	822.24	-661.732	34.017	19.0009	30.7074	19.0009	19.0009	19.0009	19.0009	26.4769	919.497	-363.939	33.9011	23.6879	30.1076	23.6731	23.6629	23.6731	23.6629	20.5324	-0.0983592	-347.999	24.9992	17.975	24.1552	17.975	17.975	17.975	17.975	20.5246	1.31E-02	-198.566	23.6665	19.1294	22.6583	19.1227	19.1172	19.1227	19.1172	13.5127	0.00E+00	0	13.5137	13.5099	13.5101	13.5111	13.5103	13.5111	13.5103
7434	15.0396	500	0	24.1123	821.308	-660.817	34.0181	19.0228	30.7131	19.0228	19.0228	19.0228	19.0228	26.4941	917.923	-363.172	33.9029	23.711	30.1172	23.6963	23.6861	23.6963	23.6861	20.3077	0.00196568	-317.127	24.5063	17.9581	23.5862	17.9581	17.9581	17.9581	17.9581	20.3035	5.23E-05	-169.432	23.1361	19.0956	22.1023	19.0893	19.084	19.0893	19.084	13.5205	0.00E+00	0	13.5228	13.5164	13.5165	13.5176	13.5168	13.5176	13.5168
7435	15.0428	500	0	24.1269	820.386	-659.912	34.0192	19.0445	30.7187	19.0445	19.0445	19.0445	19.0445	26.511	916.372	-362.416	33.9048	23.7338	30.1267	23.7191	23.709	23.7191	23.709	20.1293	4.39E-06	-294.553	24.1006	17.9359	23.1611	17.9359	17.9359	17.9359	17.9359	20.1363	6.03E-05	-150.309	22.7289	19.0551	21.7197	19.0491	19.044	19.0491	19.044	13.5298	0.00E+00	0	13.5325	13.5252	13.5252	13.5264	13.5256	13.5264	13.5256
7436	15.0461	500	0	24.1414	819.473	-659.015	34.0203	19.066	30.7244	19.066	19.066	19.066	19.066	26.5277	914.841	-361.67	33.9066	23.7563	30.1361	23.7417	23.7315	23.7417	23.7315	20.0338	592.567	-277.738	25.917	17.9109	22.8321	17.9109	17.9109	17.9109	17.9109	19.9993	2.70E+02	-136.408	23.975	19.0128	21.4294	19.0071	19.0022	19.0071	19.0022	13.5395	0.00E+00	0	13.5423	13.5348	13.5349	13.536	13.5352	13.536	13.5352
7437	15.0493	500	0	24.1558	818.57	-658.128	34.0214	19.0872	30.7299	19.0872	19.0872	19.0872	19.0872	26.5442	913.332	-360.935	33.9084	23.7785	30.1453	23.7639	23.7538	23.7639	23.7538	20.8719	1727.15	-339.551	27.5955	17.9153	23.8576	17.9153	17.9153	17.9153	17.9153	20.8544	2.21E+03	-186.972	26.7593	19.0185	22.2524	19.0127	19.0077	19.0127	19.0077	13.5483	0.00E+00	0	13.5505	13.5441	13.5442	13.5453	13.5445	13.5453	13.5445
7438	15.0525	500	0	24.17	817.676	-657.25	34.0224	19.1082	30.7354	19.1082	19.1082	19.1082	19.1082	26.5604	911.845	-360.21	33.9102	23.8003	30.1544	23.7858	23.7757	23.7858	23.7757	20.9415	240.78	-396.834	25.8674	17.97	24.9855	17.97	17.97	17.97	17.97	20.9556	3.14E+02	-248.803	24.6762	19.1356	23.521	19.1288	19.1233	19.1288	19.1233	13.5553	0.00E+00	0	13.5569	13.5519	13.552	13.5532	13.5523	13.5532	13.5523
7439	15.0557	500	0	24.184	816.791	-656.381	34.0235	19.129	30.7408	19.129	19.129	19.129	19.129	26.5764	910.378	-359.495	33.9119	23.8219	30.1634	23.8074	23.7973	23.8074	23.7973	20.6	7.21E-05	-358.295	25.1073	17.9816	24.3472	17.9816	17.9816	17.9816	17.9816	20.6007	1.31E-01	-206.879	23.7884	19.1585	22.8376	19.1517	19.1462	19.1517	19.1462	13.5612	0.00E+00	0	13.5624	13.5583	13.5584	13.5595	13.5587	13.5595	13.5587
7440	15.0589	500	0	24.1979	815.915	-655.521	34.0245	19.1496	30.7462	19.1496	19.1496	19.1496	19.1496	26.5922	908.931	-358.791	33.9136	23.8431	30.1722	23.8286	23.8186	23.8286	23.8186	20.3403	5.38E-05	-323.09	24.5555	17.9606	23.697	17.9606	17.9606	17.9606	17.9606	20.3491	6.64E-05	-173.574	23.1996	19.1214	22.2036	19.115	19.1097	19.115	19.1097	13.566	0.00E+00	0	13.5668	13.5636	13.5637	13.5649	13.564	13.5649	13.564
7441	15.0621	500	0	24.2117	815.048	-654.67	34.0256	19.17	30.7515	19.17	19.17	19.17	19.17	26.6078	907.504	-358.096	33.9153	23.8641	30.181	23.8496	23.8396	23.8496	23.8396	20.1375	5.97E-05	-297.72	24.1152	17.93	23.2131	17.93	17.93	17.93	17.93	20.1604	7.06E-05	-152.405	22.7584	19.0718	21.775	19.0657	19.0606	19.0657	19.0606	13.5698	0.00E+00	0	13.5702	13.5678	13.5679	13.569	13.5682	13.569	13.5682
7442	15.0653	500	0	24.2253	814.191	-653.827	34.0266	19.1901	30.7568	19.1901	19.1901	19.1901	19.1901	26.6231	906.098	-357.411	33.917	23.8847	30.1896	23.8703	23.8603	23.8703	23.8603	20.0339	694.801	-279.689	26.2841	17.8951	22.8514	17.8951	17.8951	17.8951	17.8951	20.0061	7.49E-05	-137.497	22.3968	19.019	21.4562	19.0133	19.0083	19.0133	19.0083	13.5734	0.00E+00	0	13.5738	13.5714	13.5715	13.5726	13.5718	13.5726	13.5718
7443	15.0684	500	0	24.2388	813.341	-652.994	34.0276	19.2101	30.762	19.2101	19.2101	19.2101	19.2101	26.6382	904.711	-356.736	33.9186	23.9051	30.198	23.8907	23.8807	23.8907	23.8807	21.0205	1962.56	-354.014	27.7958	17.8949	24.0815	17.8949	17.8949	17.8949	17.8949	20.8658	2.58E+03	-181.459	27.1862	19.0057	22.1418	18.9999	18.995	18.9999	18.995	13.5769	0.00E+00	0	13.5771	13.575	13.5751	13.5762	13.5754	13.5762	13.5754
7444	15.0716	500	0	24.2521	812.501	-652.168	34.0286	19.2298	30.7672	19.2298	19.2298	19.2298	19.2298	26.6531	903.343	-356.071	33.9203	23.9252	30.2064	23.9108	23.9009	23.9108	23.9009	20.9307	0.730462	-405.703	25.8698	17.9474	25.1322	17.9474	17.9474	17.9474	17.9474	20.9891	2.92E+02	-256.155	24.7764	19.1244	23.638	19.1175	19.1119	19.1175	19.1119	13.5797	0.00E+00	0	13.5797	13.5781	13.5782	13.5794	13.5785	13.5794	13.5785
7445	15.0747	500	0	24.2654	811.669	-651.351	34.0296	19.2494	30.7723	19.2494	19.2494	19.2494	19.2494	26.6678	901.995	-355.414	33.9219	23.945	30.2146	23.9307	23.9207	23.9307	23.9207	20.5767	1.57E-05	-360.42	25.1126	17.9458	24.3499	17.9458	17.9458	17.9458	17.9458	20.6117	2.50E-04	-211.48	23.8449	19.1433	22.9053	19.1364	19.1307	19.1364	19.1307	13.5819	0.00E+00	0	13.5816	13.5806	13.5807	13.5818	13.581	13.5818	13.581
7446	15.0779	500	0	24.2784	810.846	-650.543	34.0306	19.2687	30.7773	19.2687	19.2687	19.2687	19.2687	26.6823	900.665	-354.768	33.9234	23.9645	30.2228	23.9502	23.9403	23.9502	23.9403	20.3104	6.27E-05	-325.172	24.5567	17.9155	23.6892	17.9155	17.9155	17.9155	17.9155	20.3437	7.28E-05	-176.738	23.2296	19.0984	22.2377	19.0919	19.0864	19.0919	19.0864	13.5831	0.00E+00	0	13.5824	13.5823	13.5824	13.5836	13.5827	13.5836	13.5827
7447	15.081	500	0	24.2914	810.032	-649.743	34.0316	19.2879	30.7823	19.2879	19.2879	19.2879	19.2879	26.6966	899.354	-354.13	33.925	23.9838	30.2308	23.9695	23.9596	23.9695	23.9596	20.1002	6.57E-05	-300.145	24.1083	17.8766	23.2032	17.8766	17.8766	17.8766	17.8766	20.1426	7.63E-05	-154.803	22.7704	19.0407	21.7872	19.0345	19.0294	19.0345	19.0294	13.5827	0.00E+00	0	13.5813	13.5827	13.5828	13.5839	13.5831	13.5839	13.5831
7448	15.0841	500	0	24.3042	809.225	-648.951	34.0325	19.3068	30.7873	19.3068	19.3068	19.3068	19.3068	26.7107	898.061	-353.501	33.9265	24.0027	30.2387	23.9885	23.9786	23.9885	23.9786	20.5294	1707.77	-305.344	27.6667	17.84	23.2088	17.84	17.84	17.84	17.84	19.9914	5.29E+02	-139.653	24.8421	18.9802	21.4551	18.9744	18.9694	18.9744	18.9694	13.5805	0.00E+00	0	13.5785	13.5813	13.5814	13.5825	13.5817	13.5825	13.5817
7449	15.0872	500	0	24.3168	808.427	-648.167	34.0335	19.3256	30.7922	19.3256	19.3256	19.3256	19.3256	26.7246	896.787	-352.881	33.928	24.0215	30.2465	24.0073	23.9974	24.0073	23.9974	21.1457	950.447	-407.553	26.6007	17.8714	25.0341	17.8714	17.8714	17.8714	17.8714	21.026	2.21E+03	-208.221	26.2532	18.9867	22.5823	18.9806	18.9754	18.9806	18.9754	13.5767	0.00E+00	0	13.5739	13.5782	13.5784	13.5795	13.5786	13.5795	13.5786
7450	15.0903	500	0	24.3294	807.637	-647.391	34.0344	19.3442	30.797	19.3442	19.3442	19.3442	19.3442	26.7383	895.53	-352.27	33.9295	24.0399	30.2542	24.0257	24.0159	24.0257	24.0159	20.7607	-0.475397	-393.679	25.5973	17.8985	24.8935	17.8985	17.8985	17.8985	17.8985	20.8248	1.88E-03	-247.855	24.4365	19.09	23.4818	19.0829	19.0773	19.0829	19.0773	13.5711	0.00E+00	0	13.5677	13.5734	13.5736	13.5746	13.5738	13.5746	13.5738
7451	15.0934	500	0	24.3418	806.856	-646.624	34.0353	19.3625	30.8018	19.3625	19.3625	19.3625	19.3625	26.7518	894.29	-351.667	33.931	24.0581	30.2618	24.044	24.0341	24.044	24.0341	20.4431	-0.0162434	-350.218	24.9392	17.8753	24.0962	17.8753	17.8753	17.8753	17.8753	20.478	5.24E-05	-200.899	23.6177	19.0777	22.6502	19.0708	19.0652	19.0708	19.0652	13.5646	0.00E+00	0	13.561	13.5672	13.5674	13.5684	13.5676	13.5684	13.5676
7452	15.0964	500	0	24.3541	806.082	-645.864	34.0363	19.3807	30.8066	19.3807	19.3807	19.3807	19.3807	26.7651	893.068	-351.073	33.9325	24.076	30.2692	24.0619	24.0521	24.0619	24.0521	20.2029	0.0119589	-319.873	24.4351	17.8387	23.5166	17.8387	17.8387	17.8387	17.8387	20.2321	4.86E-05	-170.583	23.058	19.0256	22.0544	19.0191	19.0137	19.0191	19.0137	13.5579	0.00E+00	0	13.5541	13.5606	13.5608	13.5618	13.561	13.5618	13.561
7453	15.0995	500	0	24.3663	805.316	-645.112	34.0372	19.3987	30.8113	19.3987	19.3987	19.3987	19.3987	26.7783	891.863	-350.488	33.9339	24.0937	30.2766	24.0797	24.0698	24.0797	24.0698	20.0114	104.811	-297.566	24.7827	17.8	23.0796	17.8	17.8	17.8	17.8	20.0469	4.98E-05	-150.915	22.6346	18.9683	21.6448	18.9622	18.957	18.9622	18.957	13.5509	0.00E+00	0	13.5472	13.5537	13.5539	13.5549	13.5541	13.5549	13.5541
7454	15.1026	500	0	24.3783	804.558	-644.367	34.0381	19.4165	30.816	19.4165	19.4165	19.4165	19.4165	26.7912	890.675	-349.91	33.9353	24.1111	30.2839	24.0971	24.0873	24.0971	24.0873	20.4819	1370.04	-319.584	26.5158	17.778	23.3956	17.778	17.778	17.778	17.778	20.4274	1.49E+03	-160.356	25.5248	18.9288	21.7286	18.9229	18.9178	18.9229	18.9178	13.5444	0.00E+00	0	13.5409	13.5469	13.5472	13.5482	13.5473	13.5482	13.5473
7455	15.1056	500	0	24.3902	803.808	-643.63	34.0389	19.4342	30.8206	19.4342	19.4342	19.4342	19.4342	26.804	889.504	-349.341	33.9367	24.1283	30.291	24.1143	24.1045	24.1143	24.1045	20.849	1030.17	-377.827	27.0244	17.8073	24.4634	17.8073	17.8073	17.8073	17.8073	20.9426	1.37E+03	-230.025	26.3132	18.997	23.0182	18.9904	18.985	18.9904	18.985	13.5388	0.00E+00	0	13.5356	13.5409	13.5411	13.5421	13.5413	13.5421	13.5413
7456	15.1086	500	0	24.402	803.065	-642.901	34.0398	19.4516	30.8251	19.4516	19.4516	19.4516	19.4516	26.8166	888.349	-348.779	33.9381	24.1453	30.2981	24.1313	24.1215	24.1313	24.1215	20.9351	473.959	-402.534	26.1293	17.8474	24.9625	17.8474	17.8474	17.8474	17.8474	20.8653	2.15E+02	-247.102	24.5916	19.0855	23.4541	19.0783	19.0725	19.0783	19.0725	13.5343	0.00E+00	0	13.5315	13.5358	13.5361	13.5371	13.5362	13.5371	13.5362
7457	15.1116	500	0	24.4137	802.331	-642.18	34.0407	19.4689	30.8296	19.4689	19.4689	19.4689	19.4689	26.829	887.21	-348.226	33.9394	24.162	30.3051	24.148	24.1383	24.148	24.1383	20.6051	0.0057883	-374.013	25.329	17.8651	24.5079	17.8651	17.8651	17.8651	17.8651	20.5367	-1.50E-01	-205.595	23.7749	19.0936	22.7476	19.0865	19.0808	19.0865	19.0808	13.5308	0.00E+00	0	13.5285	13.5319	13.5321	13.5332	13.5323	13.5332	13.5323
7458	15.1147	500	0	24.4252	801.603	-641.465	34.0416	19.486	30.8341	19.486	19.486	19.486	19.486	26.8412	886.087	-347.681	33.9408	24.1784	30.3119	24.1645	24.1548	24.1645	24.1548	20.3477	4.17E-06	-337.498	24.7684	17.854	23.8451	17.854	17.854	17.854	17.854	20.306	4.71E-05	-174.863	23.222	19.0604	22.1635	19.0537	19.0483	19.0537	19.0483	13.5279	0.00E+00	0	13.5257	13.5288	13.529	13.53	13.5292	13.53	13.5292
7459	15.1177	500	0	24.4366	800.883	-640.758	34.0424	19.5029	30.8385	19.5029	19.5029	19.5029	19.5029	26.8533	884.979	-347.143	33.9421	24.1947	30.3187	24.1808	24.1711	24.1808	24.1711	20.1495	4.23E-05	-311.356	24.3229	17.8343	23.3583	17.8343	17.8343	17.8343	17.8343	20.1336	5.38E-05	-154.815	22.8016	19.02	21.7643	19.0137	19.0085	19.0137	19.0085	13.5249	0.00E+00	0	13.5227	13.5259	13.5261	13.5271	13.5263	13.5271	13.5263
7460	15.1206	500	0	24.4479	800.171	-640.059	34.0433	19.5197	30.8429	19.5197	19.5197	19.5197	19.5197	26.8652	883.887	-346.613	33.9434	24.2107	30.3254	24.1969	24.1871	24.1969	24.1871	20.1412	745.947	-295.148	26.1652	17.812	23.0345	17.812	17.812	17.812	17.812	20.0931	7.41E+02	-142.28	24.9421	18.9791	21.4918	18.9731	18.9681	18.9731	18.9681	13.5218	0.00E+00	0	13.5195	13.5228	13.523	13.5241	13.5232	13.5241	13.5232
7461	15.1236	500	0	24.4592	799.466	-639.366	34.0441	19.5362	30.8472	19.5362	19.5362	19.5362	19.5362	26.8769	882.811	-346.09	33.9446	24.2265	30.3319	24.2127	24.203	24.2127	24.203	20.8016	1370.11	-354.512	27.2265	17.8235	24.0443	17.8235	17.8235	17.8235	17.8235	20.8897	1.76E+03	-205.454	26.4787	19.0085	22.5735	19.0023	18.997	19.0023	18.997	13.5185	0.00E+00	0	13.5161	13.5196	13.5198	13.5208	13.52	13.5208	13.52
7462	15.1266	500	0	24.4702	798.768	-638.681	34.045	19.5526	30.8515	19.5526	19.5526	19.5526	19.5526	26.8885	881.749	-345.574	33.9459	24.242	30.3384	24.2283	24.2186	24.2283	24.2186	20.9318	425.989	-400.959	26.0473	17.874	24.9577	17.874	17.874	17.874	17.874	20.878	2.09E+02	-244.173	24.5495	19.1138	23.4257	19.1068	19.1011	19.1068	19.1011	13.515	0.00E+00	0	13.5125	13.5162	13.5164	13.5174	13.5166	13.5174	13.5166
7463	15.1296	500	0	24.4812	798.077	-638.002	34.0458	19.5689	30.8558	19.5689	19.5689	19.5689	19.5689	26.8999	880.703	-345.066	33.9472	24.2574	30.3448	24.2436	24.234	24.2436	24.234	20.5992	0.000293726	-369.538	25.2642	17.8929	24.4567	17.8929	17.8929	17.8929	17.8929	20.5494	4.45E-05	-202.806	23.7264	19.1282	22.7329	19.1212	19.1155	19.1212	19.1155	13.5114	0.00E+00	0	13.5091	13.5126	13.5129	13.5139	13.513	13.5139	13.513
7464	15.1325	500	0	24.4921	797.394	-637.331	34.0466	19.5849	30.86	19.5849	19.5849	19.5849	19.5849	26.9111	879.671	-344.565	33.9484	24.2725	30.3512	24.2588	24.2492	24.2588	24.2492	20.342	3.33E-05	-333.463	24.708	17.8794	23.7991	17.8794	17.8794	17.8794	17.8794	20.3163	4.47E-05	-171.926	23.1717	19.0943	22.1457	19.0877	19.0823	19.0877	19.0823	13.5084	0.00E+00	0	13.5063	13.5093	13.5096	13.5106	13.5097	13.5106	13.5097
7465	15.1355	500	0	24.5028	796.717	-636.667	34.0474	19.6008	30.8641	19.6008	19.6008	19.6008	19.6008	26.9222	878.653	-344.071	33.9496	24.2874	30.3574	24.2737	24.2641	24.2737	24.2641	20.1434	3.03E-05	-307.668	24.2663	17.8568	23.3155	17.8568	17.8568	17.8568	17.8568	20.1417	4.23E-05	-151.943	22.7528	19.0514	21.7451	19.0452	19.04	19.0452	19.04	13.5063	0.00E+00	0	13.5045	13.5068	13.507	13.508	13.5072	13.508	13.5072
7466	15.1384	500	0	24.5134	796.047	-636.009	34.0482	19.6166	30.8682	19.6166	19.6166	19.6166	19.6166	26.9331	877.65	-343.584	33.9508	24.3022	30.3635	24.2885	24.2789	24.2885	24.2789	19.9837	148.605	-288.004	24.6467	17.832	22.9399	17.832	17.832	17.832	17.832	20.0065	243.233	-137.635	23.567	19.0081	21.4461	19.0023	18.9972	19.0023	18.9972	13.5053	0.00E+00	0	13.504	13.5053	13.5055	13.5066	13.5057	13.5066	13.5057
7467	15.1413	500	0	24.524	795.384	-635.358	34.049	19.6322	30.8723	19.6322	19.6322	19.6322	19.6322	26.9439	876.66	-343.104	33.9519	24.3167	30.3696	24.303	24.2934	24.303	24.2934	20.2704	823.497	-301.193	25.3571	17.8192	23.1257	17.8192	17.8192	17.8192	17.8192	20.4538	1171.56	-164.474	24.6867	18.9991	21.8666	18.9932	18.9882	18.9932	18.9882	13.505	0.00E+00	0	13.5038	13.5048	13.505	13.506	13.5052	13.506	13.5052
7468	15.1442	500	0	24.5344	794.728	-634.714	34.0498	19.6476	30.8763	19.6476	19.6476	19.6476	19.6476	26.9545	875.685	-342.631	33.9531	24.331	30.3755	24.3173	24.3077	24.3173	24.3077	20.4316	612.789	-329.858	25.5607	17.8371	23.6605	17.8371	17.8371	17.8371	17.8371	20.6898	865.709	-202.049	25.0188	19.0585	22.6067	19.0521	19.0469	19.0521	19.0469	13.5044	0.00E+00	0	13.5032	13.5043	13.5045	13.5056	13.5047	13.5056	13.5047
7469	15.1471	500	0	24.5447	794.079	-634.076	34.0505	19.6628	30.8803	19.6628	19.6628	19.6628	19.6628	26.965	874.723	-342.164	33.9543	24.3451	30.3814	24.3314	24.3219	24.3314	24.3219	20.5171	565.983	-341.113	25.6877	17.8607	23.8892	17.8607	17.8607	17.8607	17.8607	20.8126	779.663	-215.207	25.2081	19.1183	22.9078	19.1117	19.1062	19.1117	19.1062	13.5038	0.00E+00	0	13.5026	13.5037	13.5039	13.505	13.5041	13.505	13.5041
7470	15.15	500	0	24.5549	793.437	-633.445	34.0513	19.6779	30.8843	19.6779	19.6779	19.6779	19.6779	26.9753	873.775	-341.704	33.9554	24.359	30.3872	24.3454	24.3358	24.3454	24.3358	20.5774	549.131	-346.754	25.7972	17.8856	24.0158	17.8856	17.8856	17.8856	17.8856	20.899	742.418	-221.014	25.3591	19.1719	23.0667	19.165	19.1594	19.165	19.1594	13.5032	0.00E+00	0	13.502	13.5032	13.5034	13.5044	13.5036	13.5044	13.5036
7471	15.1529	500	0	24.565	792.801	-632.82	34.0521	19.6929	30.8882	19.6929	19.6929	19.6929	19.6929	26.9855	872.84	-341.251	33.9565	24.3727	30.3929	24.3591	24.3496	24.3591	24.3496	20.6302	539.02	-350.617	25.884	17.9115	24.1106	17.9115	17.9115	17.9115	17.9115	20.9719	716.44	-224.707	25.4756	19.2221	23.183	19.2151	19.2094	19.2151	19.2094	13.5025	0.00E+00	0	13.5011	13.5024	13.5026	13.5037	13.5028	13.5037	13.5028
7472	15.1558	500	0	24.575	792.171	-632.202	34.0528	19.7077	30.892	19.7077	19.7077	19.7077	19.7077	26.9955	871.918	-340.804	33.9576	24.3862	30.3986	24.3726	24.3631	24.3726	24.3631	20.6732	520	-353.348	25.9381	17.9379	24.1861	17.9379	17.9379	17.9379	17.9379	20.8794	204.305	-221.281	24.3988	19.2667	23.1798	19.2596	19.2538	19.2596	19.2538	13.5021	0.00E+00	0	13.501	13.5018	13.502	13.5031	13.5023	13.5031	13.5023
7473	15.1586	500	0	24.5849	791.548	-631.59	34.0535	19.7223	30.8958	19.7223	19.7223	19.7223	19.7223	27.0054	871.009	-340.363	33.9587	24.3995	30.4041	24.386	24.3765	24.386	24.3765	20.7084	508.122	-354.87	25.991	17.964	24.2397	17.964	17.964	17.964	17.964	20.6257	0.00114554	-190.317	23.7361	19.2715	22.6495	19.2646	19.2589	19.2646	19.2589	13.5018	0.00E+00	0	13.5007	13.5016	13.5018	13.5029	13.502	13.5029	13.502
7474	15.1615	500	0	24.5947	790.932	-630.985	34.0543	19.7368	30.8996	19.7368	19.7368	19.7368	19.7368	27.0152	870.113	-339.928	33.9597	24.4126	30.4096	24.3991	24.3896	24.3991	24.3896	20.7396	492.192	-355.907	26.0127	17.9894	24.2838	17.9894	17.9894	17.9894	17.9894	20.4422	-0.000114904	-165.524	23.2689	19.2498	22.1842	19.2433	19.2379	19.2433	19.2379	13.5009	0.00E+00	0	13.4995	13.501	13.5012	13.5023	13.5014	13.5023	13.5014
