Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
8251	9.22635	9.22091	-6.46379e-08	20.9855	20.0467	145.5	-6.46379e-08	20.9767	19.4727	233.117	-6.62274e-08	20.9783	19.5743	217.342	-6.62274e-08	20.9696	19.5519	304.409	-6.62274e-08	20.9696	19.5519	303.82	-6.62274e-08
8252	9.16071	9.15751	5.29819e-10	20.9844	19.9793	155.788	5.29819e-10	20.9761	19.4337	239.074	7.94729e-10	20.9775	19.5281	224.646	7.94729e-10	20.9689	19.507	310.531	7.94729e-10	20.9688	19.507	312.132	7.94729e-10
8253	9.11496	9.11199	0	20.9836	19.9268	163.804	0	20.9756	19.4022	243.881	0	20.977	19.4921	230.158	0	20.9685	19.4719	315.392	0	20.9682	19.4719	318.541	0
8254	9.07483	9.07262	0	20.9829	19.8794	171.032	0	20.9751	19.3716	248.551	0	20.9765	19.4581	235.338	0	20.9679	19.4386	320.734	0	20.9675	19.4386	325.092	0
8255	9.04453	9.04273	0	20.9823	19.8405	176.977	0	20.9748	19.3469	252.321	0	20.9761	19.4307	239.519	0	20.9675	19.4116	324.843	0	20.967	19.4116	330.21	0
8256	9.01888	9.0173	0	20.9818	19.8055	182.314	0	20.9744	19.3247	255.712	0	20.9757	19.4062	243.263	0	20.9672	19.3875	328.535	0	20.9665	19.3875	334.775	0
8257	8.99055	8.98842	0	20.9812	19.7675	188.115	0	20.974	19.2985	259.7	0	20.9752	19.378	247.573	0	20.9667	19.3595	333.549	0	20.9659	19.3595	340.566	0
8258	8.95903	8.95711	0	20.9806	19.7281	194.137	0	20.9736	19.2702	264.017	0	20.9748	19.3478	252.186	0	20.9661	19.3296	339.337	0	20.9653	19.3296	347.049	0
8259	8.93167	8.93002	0	20.9801	19.6931	199.467	0	20.9732	19.246	267.713	0	20.9744	19.3217	256.163	0	20.9656	19.3038	344.028	0	20.9648	19.3038	352.381	0
8260	8.90527	8.90343	0	20.9795	19.6591	204.66	0	20.9729	19.2223	271.327	0	20.974	19.2963	260.046	0	20.9651	19.2786	348.615	0	20.9642	19.2786	357.562	0
8261	8.8782	8.87655	0	20.979	19.6255	209.787	0	20.9725	19.1988	274.922	0	20.9736	19.271	263.902	0	20.9647	19.2536	353.185	0	20.9637	19.2536	362.692	0
8262	8.85305	8.85138	0	20.9785	19.594	214.591	0	20.9722	19.1771	278.234	0	20.9736	19.2479	264.373	0	20.9646	19.2306	354.13	0	20.9636	19.2306	364.173	0
8263	8.82432	8.82218	0	20.978	19.5595	219.871	0	20.9718	19.152	282.059	0	20.9769	19.226	231.131	0	20.9678	19.2089	321.855	0	20.9668	19.2089	332.317	0
8264	8.78881	8.78635	0	20.9774	19.5197	225.933	0	20.9713	19.1216	286.701	0	20.9814	19.2035	185.786	0	20.9722	19.1867	278.234	0	20.9711	19.1867	288.878	0
8265	8.75497	8.75341	11.5738	20.9769	19.4839	231.413	11.5738	20.9709	19.0948	290.795	11.5738	20.985	19.1866	150.072	11.5738	20.9756	19.1699	244.252	11.5738	20.9745	19.1699	254.695	11.5738
8266	8.75251	8.75346	61.5627	20.9768	19.4784	232.242	61.5627	20.971	19.0983	290.269	61.5627	20.9856	19.1971	143.835	61.5627	20.9761	19.1806	238.752	61.5627	20.9752	19.1806	247.65	61.5627
8267	8.75546	8.75464	63.5985	20.9767	19.4724	233.162	63.5985	20.971	19.1009	289.866	63.5985	20.9853	19.2036	146.704	63.5985	20.9758	19.1874	241.819	63.5985	20.975	19.1874	249.952	63.5985
8268	8.74308	8.74266	56.6521	20.9764	19.4547	235.862	56.6521	20.9709	19.0917	291.273	56.6521	20.9831	19.1946	169.2	56.6521	20.9736	19.1785	264.048	56.6521	20.9728	19.1785	272.446	56.6521
8269	8.74362	8.74383	70.9466	20.9763	19.4494	236.679	70.9466	20.9709	19.0946	290.826	70.9466	20.9832	19.1981	168.228	70.9466	20.9738	19.1822	262.038	70.9466	20.973	19.1822	270.288	70.9466
8270	8.73849	8.73763	50.3027	20.9762	19.4369	238.586	50.3027	20.9709	19.0902	291.498	50.3027	20.9854	19.1977	146.179	50.3027	20.9762	19.182	238.495	50.3027	20.9753	19.182	247.235	50.3027
8271	8.71891	8.71719	25.7355	20.9758	19.412	242.375	25.7355	20.9706	19.0733	294.081	25.7355	20.9854	19.1844	146.02	25.7355	20.9763	19.169	236.802	25.7355	20.9753	19.169	246.558	25.7355
8272	8.69202	8.69047	3.78798	20.9753	19.3827	246.851	3.78798	20.9703	19.0517	297.378	3.78798	20.9851	19.1654	149.306	3.78798	20.9762	19.1501	238.565	3.78798	20.975	19.1501	249.503	3.78798
8273	8.6717	8.6706	-0.308005	20.975	19.3605	250.239	-0.308005	20.97	19.037	299.614	-0.308005	20.9815	19.1493	184.864	-0.308005	20.9728	19.1342	272.327	-0.308005	20.9716	19.1342	284.043	-0.308005
8274	8.66685	8.66738	0.00541536	20.9749	19.3538	251.262	0.00541536	20.9701	19.0377	299.512	0.00541536	20.9758	19.1418	242.375	0.00541536	20.9673	19.1269	326.807	0.00541536	20.9661	19.1269	339.168	0.00541536
8275	8.66411	8.66293	-2.22259e-06	20.9747	19.345	252.606	-2.22259e-06	20.97	19.0361	299.755	-2.22206e-06	20.9715	19.1301	284.69	-2.22206e-06	20.9633	19.1154	366.817	-2.22206e-06	20.962	19.1154	379.811	-2.22206e-06
8276	8.64706	8.64623	-2.95639e-07	20.9745	19.3257	255.546	-2.95639e-07	20.9698	19.0239	301.62	-2.95904e-07	20.9712	19.1117	288.192	-2.95904e-07	20.963	19.0972	369.809	-2.95904e-07	20.9617	19.0972	383.251	-2.95904e-07
8277	8.63268	8.63153	8.47711e-09	20.9742	19.3087	258.14	8.47711e-09	20.9697	19.0138	303.164	8.2122e-09	20.971	19.0977	290.36	8.2122e-09	20.9629	19.0834	371.441	8.2122e-09	20.9615	19.0834	385.084	8.2122e-09
8278	8.61026	8.60846	0	20.9738	19.2846	261.825	0	20.9694	18.9964	305.822	0	20.9707	19.0773	293.466	0	20.9625	19.0632	375.252	0	20.9611	19.0632	388.954	0
8279	8.5833	8.58168	0	20.9734	19.2581	265.877	0	20.9691	18.9764	308.871	0	20.9703	19.0549	296.885	0	20.962	19.041	379.899	0	20.9607	19.041	393.586	0
8280	8.559	8.55745	0	20.9731	19.2345	269.474	0	20.9689	18.9592	311.488	0	20.97	19.0357	299.824	0	20.9616	19.0219	383.792	0	20.9603	19.0219	397.426	0
8281	8.54145	8.54078	0	20.9728	19.2183	271.943	0	20.9687	18.9493	312.999	0	20.9698	19.0238	301.628	0	20.9614	19.0102	385.603	0	20.9601	19.0102	399.183	0
8282	8.52804	8.52682	0	20.9726	19.2044	274.063	0	20.9686	18.9416	314.183	0	20.9697	19.0143	303.087	0	20.9613	19.0008	386.787	0	20.96	19.0008	400.317	0
8283	8.5082	8.5069	0	20.9723	19.1854	276.965	0	20.9684	18.9286	316.171	0	20.9695	18.9995	305.336	0	20.9611	18.9862	389.489	0	20.9597	18.9862	402.969	0
8284	8.49152	8.49066	0	20.9721	19.1703	279.28	0	20.9683	18.9193	317.593	0	20.9693	18.9886	307.01	0	20.9609	18.9754	391.107	0	20.9596	18.9754	404.547	0
8285	8.48059	8.48001	0	20.9719	19.1603	280.807	0	20.9682	18.915	318.246	0	20.9692	18.9827	307.907	0	20.9609	18.9696	391.264	0	20.9595	18.9696	404.667	0
8286	8.46877	8.46778	0	20.9718	19.1487	282.566	0	20.9681	18.909	319.151	0	20.9694	18.9754	305.754	0	20.9611	18.9625	388.618	0	20.9598	18.9625	401.983	0
8287	8.45193	8.45089	0	20.9715	19.1333	284.923	0	20.9679	18.8994	320.622	0	20.9728	18.9692	271.97	0	20.9645	18.9565	354.818	0	20.9632	18.9565	368.019	0
8288	8.43501	8.43374	0	20.9713	19.118	287.263	0	20.9678	18.8892	322.187	0	20.9781	18.9673	218.883	0	20.9698	18.9546	301.995	0	20.9685	18.9546	314.872	0
8289	8.43658	8.43854	54.0789	20.9714	19.1233	286.456	54.0789	20.9679	18.8996	320.596	54.0789	20.9819	18.9873	180.621	54.0789	20.9736	18.9748	263.966	54.0789	20.9725	18.9748	275.051	54.0789
8290	8.44866	8.44781	41.4758	20.9715	19.1306	285.328	41.4758	20.9681	18.9121	318.69	41.4758	20.9827	19.0067	173.49	41.4758	20.9744	18.9943	256.57	41.4758	20.9734	18.9943	266.422	41.4758
8291	8.44595	8.44644	42.5478	20.9714	19.1288	285.603	42.5478	20.9682	18.9153	318.205	42.5478	20.9825	19.0141	175.58	42.5478	20.9742	19.0018	257.643	42.5478	20.9733	19.0018	267.2	42.5478
8292	8.45265	8.45293	47.203	20.9715	19.1339	284.833	47.203	20.9683	18.9252	316.691	47.203	20.9805	19.0242	195.089	47.203	20.9724	19.0121	275.894	47.203	20.9715	19.0121	284.985	47.203
8293	8.45356	8.4534	41.6027	20.9715	19.1332	284.931	41.6027	20.9684	18.9293	316.064	41.6027	20.9812	19.0298	187.87	41.6027	20.9732	19.0178	267.665	41.6027	20.9723	19.0178	276.637	41.6027
8294	8.44561	8.44485	29.3224	20.9714	19.1246	286.245	29.3224	20.9683	18.9253	316.668	29.3224	20.9828	19.0299	171.829	29.3224	20.9749	19.018	250.886	29.3224	20.974	19.018	259.957	29.3224
8295	8.43485	8.43408	22.8584	20.9712	19.1146	287.781	22.8584	20.9683	18.9198	317.511	22.8584	20.983	19.0277	170.486	22.8584	20.9751	19.0159	249.003	22.8584	20.9742	19.0159	258.095	22.8584
8296	8.41865	8.4174	6.71865	20.971	19.0996	290.072	6.71865	20.9681	18.9092	319.124	6.71865	20.9817	19.0186	183.045	6.71865	20.9739	19.007	261.043	6.71865	20.973	19.007	270.462	6.71865
8297	8.40006	8.39888	0.236497	20.9707	19.0835	292.523	0.236497	20.9679	18.8975	320.912	0.236497	20.9784	19.0042	215.548	0.236497	20.9707	18.9927	293.264	0.236497	20.9697	18.9927	303.043	0.236497
8298	8.3822	8.38122	0.00236059	20.9705	19.0689	294.754	0.00236059	20.9678	18.8876	322.432	0.00236059	20.9718	18.9849	282.074	0.00236059	20.964	18.9735	359.747	0.00236059	20.963	18.9735	369.774	0.00236059
8299	8.36588	8.36456	0	20.9703	19.0551	296.854	0	20.9676	18.8776	323.949	0	20.969	18.9661	310.442	0	20.9611	18.9548	388.583	0	20.9601	18.9548	398.907	0
8300	8.34728	8.34616	0	20.9701	19.0403	299.114	0	20.9674	18.8667	325.606	0	20.9687	18.95	312.894	0	20.9608	18.9389	391.731	0	20.9598	18.9389	402.185	0
8301	8.33056	8.32949	0	20.9699	19.0274	301.09	0	20.9673	18.8578	326.979	0	20.9685	18.9374	314.817	0	20.9606	18.9264	394.158	0	20.9595	18.9264	404.619	0
8302	8.31059	8.30907	0	20.9697	19.0112	303.555	0	20.9671	18.8455	328.854	0	20.9683	18.9224	317.11	0	20.9603	18.9114	397.458	0	20.9592	18.9114	407.87	0
8303	8.28645	8.28484	0	20.9694	18.9921	306.472	0	20.9669	18.8301	331.193	0	20.968	18.9048	319.796	0	20.9598	18.8939	401.588	0	20.9588	18.8939	411.933	0
8304	8.26329	8.26188	0	20.9691	18.9747	309.131	0	20.9667	18.8164	333.289	0	20.9678	18.8891	322.195	0	20.9595	18.8783	405.2	0	20.9585	18.8783	415.484	0
8305	8.24156	8.24014	0	20.9688	18.9587	311.576	0	20.9665	18.804	335.183	0	20.9676	18.8749	324.366	0	20.9592	18.8641	408.37	0	20.9581	18.8641	418.61	0
8306	8.22124	8.22001	0	20.9686	18.9444	313.753	0	20.9663	18.7933	336.822	0	20.9674	18.8624	326.264	0	20.9589	18.8517	410.986	0	20.9579	18.8517	421.206	0
8307	8.20228	8.20103	0	20.9684	18.9313	315.747	0	20.9662	18.7837	338.29	0	20.9672	18.8512	327.981	0	20.9587	18.8406	413.207	0	20.9577	18.8406	423.431	0
8308	8.18112	8.17962	0	20.9682	18.9162	318.051	0	20.966	18.7719	340.081	0	20.967	18.8379	330.01	0	20.9584	18.8273	415.979	0	20.9574	18.8273	426.224	0
8309	8.15911	8.15774	0	20.968	18.9011	320.363	0	20.9658	18.7601	341.89	0	20.9668	18.8245	332.051	0	20.9581	18.814	418.733	0	20.9571	18.814	429.013	0
8310	8.13658	8.135	0	20.9677	18.8854	322.753	0	20.9656	18.7476	343.789	0	20.9672	18.8111	328.571	0	20.9584	18.8007	416.013	0	20.9574	18.8007	426.341	0
8311	8.11344	8.112	0	20.9675	18.8699	325.123	0	20.9654	18.7352	345.679	0	20.9702	18.802	297.742	0	20.9614	18.7916	385.916	0	20.9604	18.7916	396.199	0
8312	8.08986	8.0882	0.0917505	20.9672	18.8539	327.565	0.0917505	20.9652	18.7223	347.653	0.0917505	20.975	18.7967	250.452	0.0917505	20.9661	18.7864	339.415	0.0917505	20.9651	18.7864	349.508	0.0917505
8313	8.06898	8.0685	27.6706	20.9671	18.8422	329.363	27.6706	20.9651	18.7136	348.992	27.6706	20.9789	18.7978	211.333	27.6706	20.9698	18.7875	301.794	27.6706	20.9689	18.7875	310.943	27.6706
8314	8.10755	8.11214	122.199	20.9678	18.8878	322.404	122.199	20.9658	18.7621	341.586	122.199	20.9803	18.8535	196.889	122.199	20.9713	18.8433	287.058	122.199	20.9707	18.8433	292.733	122.199
8315	8.16148	8.1642	132.354	20.9685	18.9368	314.921	132.354	20.9666	18.814	333.665	132.354	20.9809	18.9098	190.793	132.354	20.9721	18.8996	278.522	132.354	20.9718	18.8996	282.249	132.354
8316	8.19683	8.19892	148.21	20.969	18.9687	310.059	148.21	20.9672	18.8486	328.377	148.21	20.9793	18.9449	206.664	148.21	20.9707	18.9348	292.891	148.21	20.9705	18.9348	295.435	148.21
8317	8.24246	8.24601	192.08	20.9697	19.0113	303.558	192.08	20.9679	18.894	321.458	192.08	20.9802	18.9912	198	192.08	20.9717	18.9812	283.188	192.08	20.9716	18.9812	283.818	192.08
8318	8.27555	8.27562	172.364	20.97	19.0361	299.758	172.364	20.9683	18.9215	317.25	172.364	20.9828	19.023	172.313	172.364	20.9743	19.0131	256.801	172.364	20.9743	19.0131	256.623	172.364
8319	8.22671	8.22129	58.3061	20.9693	18.9855	307.472	58.3061	20.9675	18.8735	324.565	58.3061	20.9822	18.9785	177.792	58.3061	20.9737	18.9687	263.252	58.3061	20.9734	18.9687	265.923	58.3061
8320	8.15662	8.1528	13.6898	20.9684	18.927	316.399	13.6898	20.9667	18.8176	333.102	13.6898	20.9812	18.9252	187.794	13.6898	20.9726	18.9154	274.441	13.6898	20.972	18.9154	279.644	13.6898
8321	8.10107	8.09767	0.410423	20.9677	18.8829	323.138	0.410423	20.9661	18.776	339.46	0.410423	20.9763	18.8808	237.363	0.410423	20.9675	18.8711	325.26	0.410423	20.9668	18.8711	331.88	0.410423
8322	8.05646	8.05405	0.00243146	20.9672	18.8503	328.111	0.00243146	20.9656	18.7458	344.061	0.00243146	20.9706	18.8423	293.513	0.00243146	20.9617	18.8325	382.839	0.00243146	20.961	18.8325	390.346	0.00243146
8323	8.02221	8.02008	8.12213e-06	20.9668	18.8268	331.707	8.12213e-06	20.9653	18.7247	347.294	8.12186e-06	20.9668	18.8119	332.326	8.12186e-06	20.9577	18.8023	422.643	8.12186e-06	20.9569	18.8023	430.828	8.12186e-06
8324	7.98909	7.98689	5.35117e-07	20.9665	18.804	335.183	5.35117e-07	20.965	18.7042	350.414	5.34852e-07	20.9662	18.7858	337.854	5.34852e-07	20.9571	18.7761	429.417	5.34852e-07	20.9562	18.7761	438.113	5.34852e-07
8325	7.95535	7.95318	5.93397e-08	20.9661	18.781	338.686	5.93397e-08	20.9646	18.6835	353.571	5.93397e-08	20.9658	18.7614	341.671	5.93397e-08	20.9565	18.7518	434.665	5.93397e-08	20.9556	18.7518	443.701	5.93397e-08
8326	7.92505	7.92325	6.88765e-09	20.9658	18.7619	341.614	6.88765e-09	20.9644	18.6666	356.159	6.35783e-09	20.9655	18.7417	344.692	6.35783e-09	20.9561	18.7321	438.668	6.35783e-09	20.9552	18.7321	447.981	6.35783e-09
8327	7.89703	7.89519	5.29819e-10	20.9656	18.7445	344.268	5.29819e-10	20.9642	18.6514	358.482	5.29819e-10	20.9653	18.7242	347.36	5.29819e-10	20.9558	18.7146	442.087	5.29819e-10	20.9548	18.7146	451.653	5.29819e-10
8328	7.87222	7.87088	0	20.9654	18.7307	346.371	0	20.964	18.6397	360.26	0	20.9651	18.7106	349.438	0	20.9556	18.701	444.403	0	20.9546	18.701	454.221	0
8329	7.84291	7.84028	0	20.9651	18.711	349.372	0	20.9637	18.6221	362.944	0	20.9648	18.6912	352.394	0	20.9552	18.6817	448.389	0	20.9542	18.6817	458.445	0
8330	7.80338	7.80101	0	20.9647	18.6844	353.437	0	20.9633	18.5975	366.7	0	20.9644	18.665	356.404	0	20.9546	18.6554	454.376	0	20.9535	18.6554	464.658	0
8331	7.77242	7.77076	0	20.9644	18.6666	356.149	0	20.9631	18.5817	369.11	0	20.9641	18.6476	359.056	0	20.9542	18.6381	457.76	0	20.9532	18.6381	468.278	0
8332	7.7477	7.74609	0	20.9642	18.6539	358.093	0	20.9629	18.5709	370.758	0	20.9639	18.6353	360.937	0	20.954	18.6258	459.648	0	20.953	18.6258	470.407	0
8333	7.72475	7.72335	0	20.964	18.6429	359.769	0	20.9628	18.5618	372.146	0	20.9638	18.6247	362.551	0	20.9539	18.6152	460.984	0	20.9528	18.6152	471.99	0
8334	7.70336	7.70197	0	20.9639	18.6331	361.263	0	20.9627	18.5539	373.357	0	20.9649	18.6165	351.465	0	20.9551	18.6071	449.434	0	20.9539	18.6071	460.684	0
8335	7.67694	7.67485	0	20.9637	18.6181	363.551	0	20.9625	18.5407	375.369	0	20.9678	18.6071	322.14	0	20.958	18.5977	420.375	0	20.9568	18.5977	431.714	0
8336	7.64547	7.64352	0	20.9634	18.5999	366.337	0	20.9622	18.5242	377.886	0	20.9725	18.5989	274.965	0	20.9626	18.5894	373.947	0	20.9615	18.5894	385.212	0
8337	7.62114	7.62025	12.8523	20.9632	18.5895	367.928	12.8523	20.9621	18.5156	379.214	12.8523	20.9759	18.5994	240.733	12.8523	20.966	18.59	339.983	12.8523	20.9649	18.59	350.788	12.8523
8338	7.62306	7.62371	58.3277	20.9634	18.603	365.862	58.3277	20.9623	18.5308	376.89	58.3277	20.9769	18.6218	231.4	58.3277	20.9669	18.6124	330.643	58.3277	20.966	18.6124	339.715	58.3277
8339	7.63025	7.63112	71.3541	20.9637	18.6187	363.472	71.3541	20.9626	18.5481	374.248	71.3541	20.9767	18.6432	232.593	71.3541	20.9669	18.6338	331.091	71.3541	20.9661	18.6338	339.07	71.3541
8340	7.70906	7.72394	301.998	20.9651	18.7125	349.19	301.998	20.9638	18.63	361.779	254.112	20.976	18.7254	240.413	254.112	20.9663	18.7161	337.171	254.112	20.9659	18.7161	340.535	254.112
8341	8.18216	8.21629	984.694	20.9719	19.1598	280.939	984.694	20.9679	18.8973	320.978	592.028	20.98	18.9934	200.437	592.028	20.9706	18.9842	293.73	592.028	20.9717	18.9842	283.239	592.028
8342	8.33535	8.32563	479.005	20.973	19.2303	270.094	479.005	20.9687	18.9478	313.23	349.706	20.9832	19.0482	167.757	349.706	20.9741	19.039	259.3	349.706	20.975	19.039	249.66	349.706
8343	8.13617	8.12287	119.055	20.97	19.0359	299.755	119.055	20.9672	18.85	328.148	119.366	20.9819	18.9541	181.484	119.366	20.9726	18.9449	274.264	119.366	20.9729	18.9449	271.42	119.366
8344	7.9683	7.95961	17.6931	20.9678	18.8924	321.68	17.6931	20.9655	18.7379	345.258	17.6748	20.9795	18.8442	205.443	17.6748	20.9701	18.835	299.224	17.6748	20.9698	18.835	302.481	17.6748
8345	7.8568	7.85066	0.315354	20.9665	18.8031	335.318	0.315354	20.9644	18.6654	356.327	0.315244	20.9748	18.7689	252.098	0.315244	20.9653	18.7598	347.59	0.315244	20.9646	18.7598	353.681	0.315244
8346	7.77322	7.76835	0.00050861	20.9655	18.7394	345.033	0.00050861	20.9636	18.6122	364.456	0.000508432	20.9689	18.708	311.36	0.000508432	20.9591	18.6989	409.519	0.000508432	20.9583	18.6989	417.02	0.000508432
8347	7.71033	7.70704	-3.27269e-06	20.9648	18.6955	351.738	-3.27269e-06	20.963	18.5752	370.104	-3.27269e-06	20.9647	18.6623	352.959	-3.27269e-06	20.9547	18.6531	453.094	-3.27269e-06	20.9538	18.6531	461.562	-3.27269e-06
8348	7.66481	7.66205	1.05964e-07	20.9644	18.6661	356.226	1.05964e-07	20.9626	18.5508	373.832	1.05964e-07	20.9638	18.6317	361.609	1.05964e-07	20.9537	18.6226	462.742	1.05964e-07	20.9528	18.6226	471.932	1.05964e-07
8349	7.62936	7.62749	4.23855e-09	20.9641	18.6459	359.32	4.23855e-09	20.9624	18.5344	376.335	3.70873e-09	20.9636	18.6117	364.543	3.70873e-09	20.9534	18.6025	465.92	3.70873e-09	20.9524	18.6025	475.602	3.70873e-09
8350	7.59751	7.59513	0	20.9638	18.627	362.197	0	20.9621	18.5188	378.717	0	20.9633	18.5933	367.346	0	20.9531	18.5841	469.003	0	20.9521	18.5841	479.094	0
8351	7.55889	7.55628	0	20.9634	18.6024	365.96	0	20.9618	18.497	382.043	0	20.9629	18.5692	371.016	0	20.9526	18.5601	473.884	0	20.9516	18.5601	484.332	0
8352	7.5233	7.52128	0	20.9631	18.5817	369.115	0	20.9615	18.479	384.797	0	20.9626	18.5492	374.07	0	20.9522	18.5401	477.665	0	20.9512	18.5401	488.45	0
8353	7.47839	7.4744	0	20.9626	18.5501	373.93	0	20.9611	18.4498	389.235	0	20.9621	18.5183	378.78	0	20.9515	18.5092	484.656	0	20.9504	18.5092	495.736	0
8354	7.43887	7.43811	0	20.9623	18.5299	377.021	0	20.9608	18.432	391.967	0	20.9618	18.4988	381.765	0	20.9512	18.4896	488.37	0	20.95	18.4896	499.758	0
8355	7.41892	7.41668	0	20.9622	18.5221	378.214	0	20.9607	18.4264	392.814	0	20.9617	18.4917	382.852	0	20.9512	18.4825	488.453	0	20.95	18.4825	500.152	0
8356	7.38447	7.38238	0	20.9619	18.5028	381.161	0	20.9605	18.4093	395.424	0	20.9614	18.4731	385.695	0	20.9508	18.4639	491.852	0	20.9496	18.4639	503.847	0
8357	7.3388	7.33472	0	20.9614	18.4715	385.923	0	20.96	18.3802	399.859	0	20.961	18.4425	390.354	0	20.9501	18.4333	498.705	0	20.9489	18.4333	510.968	0
8358	7.27517	7.27116	0	20.9607	18.4275	392.64	0	20.9594	18.3383	406.258	0	20.9606	18.3993	394.327	0	20.9493	18.3901	506.67	0	20.9481	18.3901	519.172	0
8359	7.20582	7.20066	0	20.96	18.3785	400.123	0	20.9587	18.2913	413.43	0	20.9635	18.3557	364.74	0	20.9518	18.3464	481.795	0	20.9506	18.3464	494.43	0
8360	7.13853	7.13521	0	20.9593	18.336	406.621	0	20.958	18.2508	419.624	0	20.9683	18.3236	317.208	0	20.9562	18.3142	438.038	0	20.9549	18.3142	450.652	0
8361	7.17461	7.18833	260.813	20.9604	18.4032	396.394	260.813	20.9591	18.3175	409.48	248.086	20.9733	18.401	266.61	248.086	20.9612	18.3915	387.971	248.086	20.9605	18.3915	394.916	248.086
8362	7.60049	7.63906	985.806	20.9668	18.8219	332.535	985.806	20.963	18.5744	370.267	595.79	20.9774	18.6646	225.742	595.79	20.9655	18.6551	345.394	595.79	20.9662	18.6551	337.844	595.79
8363	8.3176	8.37076	1724.34	20.9766	19.4686	233.861	1724.34	20.9687	18.9515	312.735	1034.65	20.9833	19.046	167.595	1034.65	20.9717	19.0366	282.811	1034.65	20.9743	19.0366	256.789	1034.65
8364	9.14563	9.19817	2216.43	20.9873	20.1715	126.557	2216.43	20.9753	19.3838	246.743	1329.85	20.9876	19.4791	124.439	1329.85	20.9768	19.4697	232.219	1329.85	20.9812	19.4697	188.406	1329.85
8365	9.84649	9.88389	2340.01	20.9958	20.7227	42.3922	2340.01	20.9805	19.7247	194.702	1404.01	20.9926	19.8203	73.7329	1404.01	20.9825	19.8111	175.054	1404.01	20.988	19.8111	120.332	1404.01
8366	10.2694	10.2868	2167.73	21.0069	21.0104	-0.118894	2167.73	20.9831	19.89	169.437	1300.64	20.9976	19.99	24.0175	1300.64	20.9875	19.9808	125.346	1300.64	20.9932	19.9808	67.5204	1300.64
8367	10.3772	10.3669	1623.92	21.0441	21.0152	4.0375	1623.92	20.9828	19.875	171.685	974.355	20.9975	19.9786	25.1018	974.355	20.987	19.9694	129.659	974.355	20.9923	19.9694	77.4273	974.355
8368	9.78693	9.73209	265.969	20.9906	20.3819	94.2209	265.969	20.9768	19.4822	231.595	164.632	20.9915	19.5885	85.189	164.632	20.9806	19.5792	194.198	164.632	20.9832	19.5792	167.935	164.632
8369	9.15538	9.12866	0.190787	20.9822	19.8334	178.015	0.190787	20.9715	19.1329	284.954	0.184272	20.9822	19.2368	177.99	0.184272	20.9707	19.2275	292.901	0.184272	20.9716	19.2275	283.83	0.184272
8370	8.85079	8.83627	-0.000450065	20.9783	19.58	216.708	-0.000450065	20.969	18.9671	310.272	-0.000434696	20.9744	19.0633	256.219	-0.000434696	20.9626	19.0539	374.597	-0.000434696	20.9628	19.0539	372.084	-0.000434696
8371	8.67055	8.66084	-2.34551e-06	20.9761	19.4318	239.339	-2.34551e-06	20.9675	18.8703	325.046	-2.26498e-06	20.9689	18.9569	311.335	-2.26498e-06	20.9569	18.9474	431.189	-2.26498e-06	20.9567	18.9474	432.506	-2.26498e-06
8372	8.54397	8.53672	-1.31925e-07	20.9745	19.328	255.194	-1.31925e-07	20.9664	18.7998	335.824	-1.27157e-07	20.9676	18.8804	323.722	-1.27157e-07	20.9555	18.8709	445.067	-1.27157e-07	20.9551	18.8709	448.964	-1.27157e-07
8373	8.44474	8.43918	4.76837e-09	20.9733	19.2468	267.594	4.76837e-09	20.9656	18.743	344.495	2.91401e-09	20.9667	18.8198	332.76	2.91401e-09	20.9545	18.8102	455.356	2.91401e-09	20.9539	18.8102	461.203	2.91401e-09
8374	8.36266	8.35747	3.70873e-09	20.9722	19.1785	278.011	3.70873e-09	20.9648	18.6928	352.155	4.23855e-09	20.9659	18.7669	340.834	4.23855e-09	20.9535	18.7573	464.925	4.23855e-09	20.9528	18.7573	472.329	4.23855e-09
8375	8.29095	8.28681	0	20.9713	19.1199	286.959	0	20.9641	18.6487	358.879	0	20.9652	18.7206	347.903	0	20.9527	18.711	473.239	0	20.9518	18.711	482.012	0
8376	8.23045	8.2266	0	20.9705	19.0705	294.505	0	20.9636	18.6121	364.475	0	20.9646	18.682	353.796	0	20.952	18.6724	479.637	0	20.951	18.6724	489.675	0
8377	8.16764	8.16324	0	20.9698	19.0181	302.501	0	20.9629	18.5713	370.703	0	20.964	18.6395	360.293	0	20.9513	18.6297	487.387	0	20.9502	18.6297	498.594	0
