Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
96	16.34	16.3323	0	20.9734	19.2541	266.473	0	20.9598	18.3655	402.111	0	20.9598	18.3655	402.111	0	20.9443	18.3546	556.971	0	20.942	18.3546	580.487	0
97	16.2128	16.2036	0	20.9721	19.1712	279.122	0	20.9589	18.3045	411.411	0	20.9589	18.3045	411.411	0	20.9431	18.2935	568.673	0	20.9407	18.2935	593.052	0
98	16.097	16.0915	0	20.9711	19.105	289.237	0	20.9582	18.259	418.366	0	20.9582	18.259	418.366	0	20.9424	18.2479	575.941	0	20.9399	18.2479	601.2	0
99	15.9979	15.9899	0	20.9702	19.0472	298.056	0	20.9576	18.221	424.16	0	20.9576	18.221	424.16	0	20.9419	18.2099	580.991	0	20.9393	18.2099	607.112	0
100	15.8755	15.8679	0	20.969	18.9721	309.52	0	20.9567	18.1651	432.704	0	20.9567	18.1651	432.704	0	20.9409	18.1539	591.297	0	20.9382	18.1539	618.222	0
101	15.7605	15.7531	0	20.968	18.9049	319.773	0	20.956	18.1165	440.122	0	20.956	18.1165	440.122	0	20.9401	18.1052	599.499	0	20.9373	18.1052	627.187	0
102	15.636	15.6271	0	20.9669	18.8284	331.45	0	20.9551	18.058	449.042	0	20.9551	18.058	449.042	0	20.9389	18.0466	610.644	0	20.9361	18.0466	639.013	0
103	15.514	15.5074	0	20.9658	18.7599	341.913	0	20.9543	18.0071	456.815	0	20.9543	18.0071	456.815	0	20.938	17.9957	619.668	0	20.9351	17.9957	648.677	0
104	15.3994	15.3907	0	20.9648	18.6941	351.945	0	20.9536	17.9585	464.223	0	20.9536	17.9585	464.223	0	20.9372	17.947	628.049	0	20.9342	17.947	657.649	0
105	15.3546	15.3671	300.315	20.9652	18.7174	348.45	300.315	20.9539	17.9793	461.087	220.68	20.9539	17.9793	461.087	220.68	20.9374	17.9677	626.433	220.68	20.9348	17.9677	651.766	220.68
106	15.8558	15.9019	1267.14	20.9731	19.2377	269.092	1267.14	20.9586	18.2884	413.947	760.005	20.9586	18.2884	413.947	760.005	20.9424	18.2768	576.582	760.005	20.9417	18.2768	583.364	760.005
107	16.6794	16.7385	2103.06	20.9847	19.996	153.371	2103.06	20.9657	18.7503	343.462	1261.83	20.9657	18.7503	343.462	1261.83	20.95	18.7387	499.681	1261.83	20.9517	18.7387	483.513	1261.83
108	17.6063	17.666	2597.21	21.0109	20.8034	33.6399	2597.21	20.9735	19.2671	264.581	1558.32	20.9735	19.2671	264.581	1558.32	20.9594	19.2556	406.417	1558.32	20.9629	19.2556	370.589	1558.32
109	18.4253	18.4716	2716.57	21.4772	21.5198	-0.0130857	2716.57	20.9804	19.7185	195.659	1629.94	20.9804	19.7185	195.659	1629.94	20.9682	19.7073	317.606	1629.94	20.973	19.7073	270.09	1629.94
110	18.9456	18.9658	2617.31	21.9541	21.972	-6.39247e-07	2617.31	20.984	19.9523	159.921	1570.39	20.984	19.9523	159.921	1570.39	20.9723	19.9413	276.588	1570.39	20.9776	19.9413	224.048	1570.39
111	19.1113	19.1059	2118.45	22.0904	22.0834	5.38097e-11	2118.45	20.9843	19.9733	156.685	1271.07	20.9843	19.9733	156.685	1271.07	20.9723	19.9624	277.106	1271.07	20.9772	19.9624	227.992	1271.07
112	18.5746	18.5191	690.991	21.5317	21.4749	0	690.991	20.979	19.6236	210.02	435.778	20.979	19.6236	210.02	435.778	20.9668	19.6126	331.64	435.778	20.9692	19.6126	307.754	435.778
113	17.748	17.7034	3.88385	20.998	20.6715	49.6356	3.88385	20.9721	19.1742	278.627	4.12719	20.9721	19.1742	278.627	4.12719	20.9595	19.1632	405.435	4.12719	20.9595	19.1632	405.411	4.12719
114	17.259	17.2347	-2.73188e-10	20.9887	20.2599	112.913	-2.73188e-10	20.9682	18.9162	318.037	-2.73188e-10	20.9682	18.9162	318.037	-2.73188e-10	20.9549	18.9051	451.259	-2.73188e-10	20.954	18.9051	460.464	-2.73188e-10
115	16.9592	16.944	0	20.9851	20.022	149.258	0	20.966	18.7693	340.458	0	20.966	18.7693	340.458	0	20.9523	18.7582	477.196	0	20.9509	18.7582	490.63	0
116	16.7498	16.737	0	20.9826	19.8614	173.771	0	20.9644	18.67	355.624	0	20.9644	18.67	355.624	0	20.9505	18.6588	494.85	0	20.9489	18.6588	510.641	0
117	16.58	16.5707	0	20.9808	19.7383	192.565	0	20.9632	18.5922	367.5	0	20.9632	18.5922	367.5	0	20.9491	18.581	508.984	0	20.9474	18.581	526.356	0
118	16.452	16.4444	0	20.9794	19.6508	205.921	0	20.9625	18.541	375.313	0	20.9625	18.541	375.313	0	20.9483	18.5297	516.805	0	20.9465	18.5297	535.432	0
119	16.3388	16.3314	0	20.9782	19.5744	217.587	0	20.9618	18.4956	382.245	0	20.9618	18.4956	382.245	0	20.9476	18.4843	523.715	0	20.9457	18.4843	543.421	0
120	16.2419	16.2368	0	20.9773	19.5147	226.708	0	20.9613	18.4637	387.124	0	20.9613	18.4637	387.124	0	20.9473	18.4524	527.135	0	20.9452	18.4524	547.835	0
121	16.1513	16.1443	0	20.9764	19.4559	235.671	0	20.9608	18.4307	392.154	0	20.9608	18.4307	392.154	0	20.9469	18.4194	531.122	0	20.9447	18.4194	552.719	0
122	16.0751	16.0727	0	20.9759	19.4175	241.549	0	20.9606	18.4167	394.311	0	20.9606	18.4167	394.311	0	20.947	18.4053	529.835	0	20.9448	18.4053	552.275	0
123	16.0372	16.0341	0	20.9757	19.4069	243.159	0	20.9608	18.4295	392.35	0	20.9608	18.4295	392.35	0	20.9479	18.4183	520.894	0	20.9456	18.4183	544.105	0
124	15.9817	15.9775	0	20.9753	19.379	247.411	0	20.9607	18.4242	393.152	0	20.9607	18.4242	393.152	0	20.9483	18.4131	517.447	0	20.9459	18.4131	541.286	0
125	15.9192	15.9154	0	20.9748	19.3467	252.34	0	20.9605	18.4139	394.732	0	20.9605	18.4139	394.732	0	20.9484	18.4028	515.782	0	20.946	18.4028	540.103	0
126	15.8653	15.8621	0	20.9744	19.323	255.964	0	20.9605	18.4115	395.094	0	20.9605	18.4115	395.094	0	20.9488	18.4005	512.171	0	20.9463	18.4005	536.821	0
127	15.8078	15.8033	0	20.974	19.2939	260.397	0	20.9604	18.4033	396.346	0	20.9604	18.4033	396.346	0	20.9489	18.3924	510.654	0	20.9465	18.3924	535.463	0
128	15.7476	15.7445	0	20.9735	19.266	264.664	0	20.9602	18.3957	397.508	0	20.9602	18.3957	397.508	0	20.9491	18.3849	509.339	0	20.9466	18.3849	534.173	0
129	15.6988	15.6955	6.28397	20.9733	19.2469	267.572	6.28397	20.9603	18.3965	397.385	6.28397	20.9603	18.3965	397.385	6.28397	20.9494	18.3857	506.204	6.28397	20.9469	18.3857	530.815	6.28397
130	15.6561	15.6539	31.3536	20.9731	19.2346	269.456	31.3536	20.9604	18.4036	396.309	31.3536	20.9604	18.4036	396.309	31.3536	20.9497	18.3929	503.134	31.3536	20.9473	18.3929	526.755	31.3536
131	15.6401	15.6399	57.0881	20.9733	19.2471	267.561	57.0881	20.9609	18.435	391.521	57.0881	20.9609	18.435	391.521	57.0881	20.9505	18.4244	494.587	57.0881	20.9483	18.4244	516.742	57.0881
132	15.617	15.6142	38.5073	20.9732	19.2467	267.607	38.5073	20.9611	18.4531	388.74	38.5073	20.9611	18.4531	388.74	38.5073	20.9512	18.4427	487.862	38.5073	20.949	18.4427	509.651	38.5073
133	15.5666	15.5628	33.2959	20.9729	19.2237	271.115	33.2959	20.9611	18.4482	389.486	33.2959	20.9611	18.4482	389.486	33.2959	20.9513	18.4378	487.336	33.2959	20.9491	18.4378	508.871	33.2959
134	15.4985	15.4934	25.5917	20.9723	19.1856	276.935	25.5917	20.9607	18.4278	392.607	25.5917	20.9607	18.4278	392.607	25.5917	20.9509	18.4174	491.456	25.5917	20.9487	18.4174	512.676	25.5917
135	15.4243	15.4198	13.1797	20.9717	19.1454	283.07	13.1797	20.9604	18.4049	396.105	13.1797	20.9604	18.4049	396.105	13.1797	20.9504	18.3945	495.904	13.1797	20.9483	18.3945	516.992	13.1797
136	15.3591	15.3551	4.82783	20.9712	19.1143	287.824	4.82783	20.9602	18.3906	398.281	4.82783	20.9602	18.3906	398.281	4.82783	20.9502	18.3803	497.851	4.82783	20.9481	18.3803	518.789	4.82783
137	15.295	15.2907	0.0387676	20.9708	19.0838	292.469	0.0387676	20.96	18.3767	400.408	0.0387676	20.96	18.3767	400.408	0.0387676	20.95	18.3665	499.928	0.0387676	20.9479	18.3665	520.621	0.0387676
138	15.236	15.2327	-0.0385541	20.9704	19.0598	296.143	-0.0385541	20.9598	18.3687	401.621	-0.0385541	20.9598	18.3687	401.621	-0.0385541	20.9499	18.3586	500.678	-0.0385541	20.9479	18.3586	520.976	-0.0385541
139	15.1832	15.1795	0.00288321	20.9701	19.0399	299.171	0.00288321	20.9598	18.3647	402.244	0.00288321	20.9598	18.3647	402.244	0.00288321	20.95	18.3545	500.535	0.00288321	20.948	18.3545	520.39	0.00288321
140	15.1269	15.1234	9.15858e-05	20.9698	19.0177	302.564	9.15858e-05	20.9597	18.3578	403.287	9.15858e-05	20.9597	18.3578	403.287	9.15858e-05	20.9499	18.3477	501.313	9.15858e-05	20.9479	18.3477	520.715	9.15858e-05
141	15.0751	15.0719	-3.27027e-05	20.9695	18.9999	305.276	-3.27027e-05	20.9596	18.3551	403.703	-3.27027e-05	20.9596	18.3551	403.703	-3.27027e-05	20.9499	18.3451	500.984	-3.27027e-05	20.948	18.3451	519.941	-3.27027e-05
142	15.0283	15.0253	1.96394e-06	20.9693	18.9866	307.317	1.96394e-06	20.9597	18.3564	403.499	1.96393e-06	20.9597	18.3564	403.499	1.96393e-06	20.9501	18.3465	499.548	1.96393e-06	20.9482	18.3465	518.069	1.96393e-06
143	14.9798	14.9763	6.48366e-08	20.969	18.9708	309.722	6.48366e-08	20.9596	18.355	403.712	6.48283e-08	20.9596	18.355	403.712	6.48283e-08	20.9501	18.3451	498.977	6.48283e-08	20.9483	18.3451	517.06	6.48283e-08
144	14.9253	14.9218	-2.10603e-08	20.9687	18.9504	312.842	-2.10603e-08	20.9595	18.3486	404.689	-2.10645e-08	20.9595	18.3486	404.689	-2.10645e-08	20.95	18.3388	499.94	-2.10645e-08	20.9483	18.3388	517.581	-2.10645e-08
145	14.8745	14.8714	1.20865e-09	20.9685	18.9342	315.31	1.20865e-09	20.9595	18.3462	405.063	1.20451e-09	20.9595	18.3462	405.063	1.20451e-09	20.95	18.3364	499.829	1.20451e-09	20.9483	18.3364	517.033	1.20451e-09
146	14.8257	14.8223	7.45058e-11	20.9682	18.919	317.621	7.45058e-11	20.9595	18.3444	405.328	8.27842e-11	20.9595	18.3444	405.328	8.27842e-11	20.9501	18.3347	499.584	8.27842e-11	20.9484	18.3347	516.352	8.27842e-11
147	14.7731	14.7697	-8.27842e-12	20.968	18.901	320.377	-8.27842e-12	20.9594	18.3395	406.084	-2.06961e-11	20.9594	18.3395	406.084	-2.06961e-11	20.95	18.3298	500.336	-2.06961e-11	20.9483	18.3298	516.67	-2.06961e-11
148	14.7175	14.7137	0	20.9676	18.8802	323.55	0	20.9593	18.3315	407.303	0	20.9593	18.3315	407.303	0	20.9498	18.3218	502.023	0	20.9482	18.3218	517.928	0
149	14.6609	14.6575	0	20.9673	18.8597	326.677	0	20.9592	18.3235	408.521	0	20.9592	18.3235	408.521	0	20.9496	18.3139	503.753	0	20.9481	18.3139	519.241	0
150	14.609	14.6056	0	20.9671	18.8434	329.172	0	20.9591	18.3194	409.15	0	20.9591	18.3194	409.15	0	20.9496	18.3098	504.39	0	20.9481	18.3098	519.483	0
151	14.5524	14.5484	0	20.9668	18.8223	332.395	0	20.959	18.3102	410.549	0	20.959	18.3102	410.549	0	20.9493	18.3006	506.51	0	20.9479	18.3006	521.221	0
152	14.4906	14.4867	0	20.9664	18.7977	336.146	0	20.9587	18.2973	412.519	0	20.9587	18.2973	412.519	0	20.949	18.2877	509.719	0	20.9476	18.2877	524.07	0
153	14.4309	14.4272	7.04091	20.966	18.7756	339.513	7.04091	20.9586	18.2867	414.144	7.04091	20.9586	18.2867	414.144	7.04091	20.9488	18.2771	512.578	7.04091	20.9474	18.2771	526.447	7.04091
154	14.3836	14.3811	29.8285	20.9659	18.7661	340.971	29.8285	20.9586	18.2883	413.901	29.8285	20.9586	18.2883	413.901	29.8285	20.9487	18.2787	513.333	29.8285	20.9474	18.2787	526.137	29.8285
155	14.3511	14.3492	48.8713	20.9659	18.7687	340.57	48.8713	20.9588	18.3018	411.837	48.8713	20.9588	18.3018	411.837	48.8713	20.9489	18.2923	511.292	48.8713	20.9477	18.2923	522.905	48.8713
156	14.3168	14.314	52.6159	20.9659	18.7674	340.768	52.6159	20.959	18.3112	410.41	52.6159	20.959	18.3112	410.41	52.6159	20.949	18.3016	509.844	52.6159	20.9479	18.3016	520.674	52.6159
157	14.2736	14.2707	54.6532	20.9658	18.7587	342.098	54.6532	20.959	18.3129	410.152	54.6532	20.959	18.3129	410.152	54.6532	20.949	18.3033	510.072	54.6532	20.948	18.3033	520.373	54.6532
158	14.2287	14.2257	48.495	20.9656	18.7488	343.616	48.495	20.959	18.3131	410.118	48.495	20.959	18.3131	410.118	48.495	20.949	18.3036	510.047	48.495	20.948	18.3036	520.133	48.495
159	14.1815	14.1782	36.6712	20.9655	18.7366	345.473	36.6712	20.959	18.3108	410.46	36.6712	20.959	18.3108	410.46	36.6712	20.949	18.3014	509.901	36.6712	20.948	18.3014	520.105	36.6712
160	14.1199	14.1152	14.1344	20.9651	18.7106	349.43	14.1344	20.9587	18.2946	412.934	14.1344	20.9587	18.2946	412.934	14.1344	20.9488	18.2852	512.59	14.1344	20.9477	18.2852	523.377	14.1344
161	14.0459	14.0412	0.0906271	20.9645	18.6761	354.706	0.0906271	20.9583	18.2695	416.763	0.0906271	20.9583	18.2695	416.763	0.0906271	20.9483	18.2601	517.415	0.0906271	20.9471	18.2601	528.831	0.0906271
162	13.9774	13.9731	-0.126451	20.9641	18.648	359	-0.126451	20.958	18.2507	419.642	-0.126451	20.958	18.2507	419.642	-0.126451	20.9479	18.2412	521.279	-0.126451	20.9467	18.2412	532.874	-0.126451
163	13.9176	13.9141	0.00224588	20.9638	18.6284	361.985	0.00224588	20.9579	18.2402	421.244	0.00224588	20.9579	18.2402	421.244	0.00224588	20.9477	18.2308	523.152	0.00224588	20.9465	18.2308	534.764	0.00224588
164	13.861	13.8569	0.000363082	20.9635	18.6104	364.736	0.000363082	20.9577	18.231	422.644	0.000363082	20.9577	18.231	422.644	0.000363082	20.9475	18.2216	524.78	0.000363082	20.9464	18.2216	536.372	0.000363082
165	13.7983	13.7942	-3.94648e-05	20.9632	18.5875	368.223	-3.94648e-05	20.9575	18.2168	424.812	-3.94648e-05	20.9575	18.2168	424.812	-3.94648e-05	20.9472	18.2074	527.939	-3.94648e-05	20.9461	18.2074	539.493	-3.94648e-05
166	13.7372	13.7334	1.99083e-06	20.9629	18.5668	371.383	1.99083e-06	20.9573	18.2046	426.681	1.99084e-06	20.9573	18.2046	426.681	1.99084e-06	20.947	18.1952	530.561	1.99084e-06	20.9458	18.1952	542.08	1.99084e-06
167	13.6785	13.6747	-1.77738e-08	20.9626	18.5483	374.217	-1.77738e-08	20.9572	18.1942	428.255	-1.7782e-08	20.9572	18.1942	428.255	-1.7782e-08	20.9467	18.1849	532.631	-1.7782e-08	20.9456	18.1849	544.122	-1.7782e-08
168	13.6199	13.6161	-1.49757e-08	20.9623	18.5299	377.015	-1.49757e-08	20.957	18.184	429.822	-1.49798e-08	20.957	18.184	429.822	-1.49798e-08	20.9465	18.1746	534.678	-1.49798e-08	20.9454	18.1746	546.151	-1.49798e-08
169	13.5629	13.5593	-1.66396e-09	20.9621	18.5134	379.536	-1.66396e-09	20.9569	18.1753	431.14	-1.65982e-09	20.9569	18.1753	431.14	-1.65982e-09	20.9464	18.166	536.23	-1.65982e-09	20.9452	18.166	547.699	-1.65982e-09
170	13.5077	13.5041	-1.90404e-10	20.9618	18.4984	381.833	-1.90404e-10	20.9568	18.168	432.26	-1.86264e-10	20.9568	18.168	432.26	-1.86264e-10	20.9463	18.1586	537.389	-1.86264e-10	20.9451	18.1586	548.863	-1.86264e-10
171	13.451	13.4472	-2.48353e-11	20.9616	18.4819	384.346	-2.48353e-11	20.9566	18.1591	433.624	-2.48353e-11	20.9566	18.1591	433.624	-2.48353e-11	20.9461	18.1497	538.999	-2.48353e-11	20.945	18.1497	550.481	-2.48353e-11
172	13.3939	13.3903	-8.27842e-12	20.9613	18.4656	386.834	-8.27842e-12	20.9565	18.1501	434.988	0	20.9565	18.1501	434.988	0	20.9459	18.1408	540.605	0	20.9448	18.1408	552.098	0
173	13.3349	13.3308	0	20.961	18.4472	389.644	0	20.9563	18.1389	436.7	0	20.9563	18.1389	436.7	0	20.9457	18.1295	542.874	0	20.9446	18.1295	554.374	0
174	13.2705	13.2662	0	20.9607	18.4244	393.123	0	20.9561	18.1231	439.106	0	20.9561	18.1231	439.106	0	20.9454	18.1138	546.472	0	20.9442	18.1138	557.972	0
175	13.2053	13.2011	0	20.9603	18.4018	396.57	0	20.9559	18.1074	441.504	0	20.9559	18.1074	441.504	0	20.945	18.0981	550.057	0	20.9439	18.0981	561.56	0
176	13.1433	13.1393	0	20.96	18.3825	399.515	0	20.9557	18.0949	443.425	0	20.9557	18.0949	443.425	0	20.9447	18.0855	552.718	0	20.9436	18.0855	564.235	0
177	13.0883	13.0852	8.99164	20.9599	18.3703	401.378	8.99164	20.9556	18.0892	444.287	8.99164	20.9556	18.0892	444.287	8.99164	20.9446	18.0798	553.814	8.99164	20.9435	18.0798	565.141	8.99164
178	13.0493	13.0472	30.0221	20.9599	18.3725	401.043	30.0221	20.9557	18.0978	442.974	30.0221	20.9557	18.0978	442.974	30.0221	20.9448	18.0884	552.007	30.0221	20.9437	18.0884	562.653	30.0221
179	13.0245	13.0234	59.0512	20.9601	18.3866	398.904	59.0512	20.956	18.1181	439.878	59.0512	20.956	18.1181	439.878	59.0512	20.9452	18.1088	547.954	59.0512	20.9443	18.1088	557.523	59.0512
180	13.0165	13.0161	94.327	20.9605	18.4143	394.676	94.327	20.9565	18.1519	434.716	94.327	20.9565	18.1519	434.716	94.327	20.9459	18.1426	541.546	94.327	20.945	18.1426	549.517	94.327
181	12.989	12.9863	74.1843	20.9606	18.4198	393.82	74.1843	20.9567	18.1635	432.946	74.1843	20.9567	18.1635	432.946	74.1843	20.9461	18.1542	538.814	74.1843	20.9453	18.1542	546.621	74.1843
182	12.9554	12.9535	76.2694	20.9607	18.4234	393.279	76.2694	20.9568	18.1729	431.513	76.2694	20.9568	18.1729	431.513	76.2694	20.9464	18.1636	536.37	76.2694	20.9456	18.1636	544.024	76.2694
183	12.9067	12.9024	44.987	20.9605	18.4099	395.335	44.987	20.9567	18.1651	432.697	44.987	20.9567	18.1651	432.697	44.987	20.9463	18.1558	537.085	44.987	20.9455	18.1558	545.392	44.987
184	12.8345	12.8296	15.1709	20.96	18.3782	400.171	15.1709	20.9563	18.139	436.681	15.1709	20.9563	18.139	436.681	15.1709	20.9459	18.1297	541.533	15.1709	20.9449	18.1297	550.988	15.1709
185	12.7622	12.7577	2.33631	20.9595	18.3489	404.652	2.33631	20.956	18.1151	440.331	2.33631	20.956	18.1151	440.331	2.33631	20.9454	18.1058	545.678	2.33631	20.9444	18.1058	555.944	2.33631
186	12.6964	12.6923	0.219288	20.9592	18.326	408.134	0.219288	20.9557	18.0976	443	0.219288	20.9557	18.0976	443	0.219288	20.9451	18.0883	548.835	0.219288	20.9441	18.0883	559.468	0.219288
187	12.6368	12.6332	0.023881	20.9589	18.3092	410.709	0.023881	20.9555	18.086	444.78	0.023881	20.9555	18.086	444.78	0.023881	20.9449	18.0767	550.851	0.023881	20.9438	18.0767	561.626	0.023881
188	12.5796	12.5759	0.00257485	20.9587	18.2939	413.039	0.00257485	20.9554	18.0758	446.334	0.00257485	20.9554	18.0758	446.334	0.00257485	20.9447	18.0665	552.7	0.00257485	20.9437	18.0665	563.531	0.00257485
189	12.5201	12.5161	0.000263541	20.9584	18.2765	415.695	0.000263541	20.9552	18.0634	448.23	0.000263541	20.9552	18.0634	448.23	0.000263541	20.9445	18.0541	555.34	0.000263541	20.9434	18.0541	566.186	0.000263541
190	12.4589	12.4549	2.72635e-05	20.9581	18.258	418.521	2.72635e-05	20.955	18.0497	450.314	2.72635e-05	20.955	18.0497	450.314	2.72635e-05	20.9442	18.0404	558.408	2.72635e-05	20.9431	18.0404	569.255	2.72635e-05
191	12.3943	12.3899	8.28836e-07	20.9578	18.2363	421.837	8.28836e-07	20.9547	18.0327	452.904	8.2884e-07	20.9547	18.0327	452.904	8.2884e-07	20.9438	18.0234	562.475	8.2884e-07	20.9427	18.0234	573.316	8.2884e-07
192	12.3321	12.3285	1.12752e-08	20.9576	18.2184	424.572	1.12752e-08	20.9545	18.0195	454.931	1.12794e-08	20.9545	18.0195	454.931	1.12794e-08	20.9435	18.0101	565.472	1.12794e-08	20.9424	18.0101	576.322	1.12794e-08
193	12.2763	12.2726	1.49012e-10	20.9574	18.2054	426.555	1.49012e-10	20.9544	18.011	456.221	1.44872e-10	20.9544	18.011	456.221	1.44872e-10	20.9433	18.0017	567.04	1.44872e-10	20.9422	18.0017	577.918	1.44872e-10
194	12.2203	12.2167	0	20.9571	18.1925	428.527	0	20.9542	18.0025	457.517	0	20.9542	18.0025	457.517	0	20.9431	17.9932	568.578	0	20.942	17.9932	579.501	0
195	12.1661	12.1625	0	20.957	18.181	430.277	0	20.9541	17.9954	458.606	0	20.9541	17.9954	458.606	0	20.943	17.986	569.679	0	20.9419	17.986	580.663	0
196	12.1087	12.1047	0	20.9567	18.1661	432.545	0	20.954	17.9847	460.229	0	20.954	17.9847	460.229	0	20.9428	17.9754	571.769	0	20.9417	17.9754	582.817	0
197	12.0513	12.048	0	20.9566	18.1527	434.596	0	20.9538	17.9755	461.649	0	20.9538	17.9755	461.649	0	20.9427	17.9661	573.46	0	20.9415	17.9661	584.575	0
198	12.0008	11.9975	0	20.9564	18.1449	435.787	0	20.9538	17.9717	462.222	0	20.9538	17.9717	462.222	0	20.9427	17.9623	573.532	0	20.9415	17.9623	584.718	0
199	11.9525	11.9494	0	20.9563	18.139	436.691	0	20.9537	17.9697	462.524	0	20.9537	17.9697	462.524	0	20.9427	17.9604	573.084	0	20.9416	17.9604	584.339	0
200	11.9046	11.9014	0	20.9562	18.1329	437.615	0	20.9537	17.9675	462.86	0	20.9537	17.9675	462.86	0	20.9427	17.9582	572.707	0	20.9416	17.9582	584.024	0
201	11.8572	11.8543	9.54208	20.9562	18.1277	438.416	9.54208	20.9537	17.966	463.085	9.54208	20.9537	17.966	463.085	9.54208	20.9427	17.9567	572.668	9.54208	20.9416	17.9567	583.79	9.54208
202	11.8183	11.816	26.5368	20.9562	18.1302	438.029	26.5368	20.9538	17.9723	462.135	26.5368	20.9538	17.9723	462.135	26.5368	20.9429	17.9629	571.439	26.5368	20.9418	17.9629	581.961	26.5368
203	11.7872	11.7853	43.8327	20.9563	18.139	436.687	43.8327	20.954	17.9847	460.244	43.8327	20.954	17.9847	460.244	43.8327	20.9431	17.9753	569.068	43.8327	20.9421	17.9753	578.807	43.8327
204	11.7603	11.7586	58.9943	20.9565	18.1506	434.913	58.9943	20.9542	17.9998	457.933	58.9943	20.9542	17.9998	457.933	58.9943	20.9434	17.9905	566.273	58.9943	20.9425	17.9905	575.17	58.9943
205	11.7294	11.727	61.2549	20.9566	18.1572	433.916	61.2549	20.9544	18.0098	456.411	61.2549	20.9544	18.0098	456.411	61.2549	20.9435	18.0005	564.516	61.2549	20.9427	18.0005	572.868	61.2549
206	11.683	11.6795	44.8336	20.9565	18.1491	435.139	44.8336	20.9543	18.0051	457.121	44.8336	20.9543	18.0051	457.121	44.8336	20.9435	17.9958	565.471	44.8336	20.9426	17.9958	573.97	44.8336
207	11.6225	11.6183	26.5496	20.9562	18.1294	438.143	26.5496	20.954	17.9887	459.624	26.5496	20.954	17.9887	459.624	26.5496	20.9431	17.9794	568.715	26.5496	20.9422	17.9794	577.743	26.5496
208	11.5551	11.5507	10.7471	20.9558	18.1049	441.886	10.7471	20.9537	17.9674	462.877	10.7471	20.9537	17.9674	462.877	10.7471	20.9427	17.9581	572.937	10.7471	20.9417	17.9581	582.579	10.7471
209	11.4917	11.488	0.860198	20.9555	18.0858	444.813	0.860198	20.9535	17.9514	465.325	0.860198	20.9535	17.9514	465.325	0.860198	20.9424	17.942	575.624	0.860198	20.9414	17.942	585.796	0.860198
210	11.4334	11.4294	0.00845242	20.9553	18.0703	447.167	0.00845242	20.9533	17.939	467.212	0.00845242	20.9533	17.939	467.212	0.00845242	20.9422	17.9297	577.795	0.00845242	20.9412	17.9297	588.2	0.00845242
211	11.3719	11.368	0.000107177	20.955	18.0525	449.882	0.000107177	20.9531	17.9242	469.469	0.000107177	20.9531	17.9242	469.469	0.000107177	20.9419	17.9149	581.015	0.000107177	20.9409	17.9149	591.51	0.000107177
212	11.313	11.3093	4.88146e-06	20.9548	18.0375	452.176	4.88146e-06	20.9529	17.9121	471.318	4.88144e-06	20.9529	17.9121	471.318	4.88144e-06	20.9416	17.9027	583.591	4.88144e-06	20.9406	17.9027	594.138	4.88144e-06
213	11.2601	11.2569	4.17862e-07	20.9547	18.0282	453.59	4.17862e-07	20.9528	17.9057	472.295	4.17866e-07	20.9528	17.9057	472.295	4.17866e-07	20.9415	17.8963	584.564	4.17866e-07	20.9405	17.8963	595.157	4.17866e-07
214	11.2083	11.2047	6.82142e-09	20.9545	18.0189	455.024	6.82142e-09	20.9527	17.8991	473.303	6.82142e-09	20.9527	17.8991	473.303	6.82142e-09	20.9414	17.8897	585.619	6.82142e-09	20.9404	17.8897	596.252	6.82142e-09
215	11.1544	11.151	4.96705e-11	20.9543	18.0081	456.667	4.96705e-11	20.9525	17.8911	474.528	3.31137e-11	20.9525	17.8911	474.528	3.31137e-11	20.9413	17.8817	587.094	3.31137e-11	20.9402	17.8817	597.769	3.31137e-11
216	11.0976	11.0936	0	20.9541	17.9939	458.826	0	20.9524	17.8796	476.279	0	20.9524	17.8796	476.279	0	20.9411	17.8702	589.575	0	20.94	17.8702	600.285	0
217	11.0357	11.0317	0	20.9538	17.9762	461.531	0	20.9521	17.8645	478.587	0	20.9521	17.8645	478.587	0	20.9407	17.855	593.123	0	20.9396	17.855	603.864	0
218	10.9788	10.9754	0	20.9537	17.9638	463.422	0	20.952	17.8546	480.089	0	20.952	17.8546	480.089	0	20.9405	17.8452	595.135	0	20.9394	17.8452	605.914	0
219	10.93	10.9271	0	20.9536	17.9586	464.223	0	20.952	17.8519	480.51	0	20.952	17.8519	480.51	0	20.9405	17.8424	595.067	0	20.9394	17.8424	605.9	0
