Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
02-SolareLasten Isotrop	Diffusstrahlung N-W 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	50.45	11.39	14.77	-0.09	33.12	39.08	427.63	0.0	-0.19	1.48	99.46	5.75	7.21	0.41803	80.2	False	97.86	Gold
03-Waermeleitung	Variante 1	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	27.19	1.08	3.96	0.05	0.09	0.89	29.7	20.01	0.18	3.0	98.99	0.29	7.89	0.01254	2.66	False	64.4	Failed
03-Waermeleitung	Variante 2	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	29.12	0.64	0.0	0.0	0.03	0.95	30.0	20.0	0.01	1.85	99.38	0.19	172.38	0.00781	2.25	False	62.0	Failed
03-Waermeleitung	Variante 3	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	26.43	0.89	8.13	0.07	0.05	0.57	29.55	20.0	0.26	2.43	99.47	0.23	4.65	0.00998	3.03	False	77.2	Failed
03-Waermeleitung	Variante 4	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	21.16	0.25	8.52	0.04	0.0	0.09	22.25	20.0	0.2	2.31	99.43	0.05	4.35	0.00241	0.67	False	96.4	Gold
03-Waermeleitung	Variante 1	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	27.78	2.82	23.74	0.64	0.59	1.38	29.9	20.07	2.36	7.82	93.11	0.77	20.56	0.02958	2.62	False	44.8	Failed
03-Waermeleitung	Variante 2	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	29.14	1.04	9.69	0.02	0.09	1.45	30.0	20.68	0.06	3.02	98.36	0.3	281.35	0.01291	2.13	False	42.0	Failed
03-Waermeleitung	Variante 3	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	27.41	5.01	47.85	1.05	1.75	2.54	29.79	20.06	3.98	13.69	83.2	1.32	26.2	0.05265	2.66	False	-1.6	Failed
03-Waermeleitung	Variante 4	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	21.22	0.51	10.78	0.11	0.01	0.13	22.35	20.0	0.51	4.81	97.54	0.11	9.05	0.00492	0.69	False	94.8	Silver
03-Waermeleitung	Variante 1	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	27.47	1.37	13.53	0.33	0.14	0.58	29.89	20.0	1.21	3.8	98.38	0.37	9.98	0.01339	2.91	False	76.8	Failed
03-Waermeleitung	Variante 2	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	29.07	0.37	0.0	-0.05	0.01	0.37	30.0	20.0	-0.16	1.07	99.79	0.11	99.49	0.004	2.4	False	85.2	Bronze
03-Waermeleitung	Variante 3	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.8	1.87	16.46	0.44	0.24	0.74	29.84	20.0	1.67	5.1	97.66	0.49	9.77	0.0178	3.29	False	70.4	Failed
03-Waermeleitung	Variante 4	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	21.12	0.06	1.36	0.01	0.0	0.02	22.28	19.99	0.05	0.59	99.96	0.01	1.11	0.00059	0.7	False	99.2	Gold
03-Waermeleitung	Variante 1	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	27.14	0.0	0.01	0.0	0.0	0.0	29.79	20.0	0.0	0.0	100.0	0.0	0.01	2e-05	2.92	True	100.0	Gold
03-Waermeleitung	Variante 2	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	29.12	0.03	0.0	0.0	0.0	0.04	30.0	20.0	0.0	0.08	100.0	0.01	7.52	0.00035	2.36	True	98.4	Gold
03-Waermeleitung	Variante 3	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	26.36	0.01	0.03	0.0	0.0	0.0	29.65	20.0	0.0	0.01	100.0	0.0	0.03	6e-05	3.22	True	100.0	Gold
03-Waermeleitung	Variante 4	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	21.11	0.0	0.02	0.0	0.0	0.0	22.26	20.0	0.0	0.01	100.0	0.0	0.01	1e-05	0.69	True	100.0	Gold
03-Waermeleitung	Variante 1	NANDRAD2	NANDRAD v.2	2.0	C	Dirk Weiß, IBK TU Dresden	0	27.15	0.05	0.43	0.01	0.0	0.02	29.79	20.0	0.04	0.13	100.0	0.01	0.33	0.00044	2.92	False	99.2	Gold
03-Waermeleitung	Variante 2	NANDRAD2	NANDRAD v.2	2.0	C	Dirk Weiß, IBK TU Dresden	0	29.13	0.09	0.0	0.01	0.0	0.09	30.0	20.0	0.04	0.27	99.99	0.03	25.46	0.00097	2.35	False	96.4	Gold
03-Waermeleitung	Variante 3	NANDRAD2	NANDRAD v.2	2.0	C	Dirk Weiß, IBK TU Dresden	0	26.37	0.05	0.4	0.01	0.0	0.02	29.66	20.0	0.04	0.13	100.0	0.01	0.25	0.00045	3.23	False	99.2	Gold
03-Waermeleitung	Variante 4	NANDRAD2	NANDRAD v.2	2.0	C	Dirk Weiß, IBK TU Dresden	0	21.12	0.01	0.14	0.0	0.0	0.0	22.26	20.0	0.01	0.08	100.0	0.0	0.15	8e-05	0.69	False	100.0	Gold
03-Waermeleitung	Variante 1	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	27.13	0.08	0.7	-0.02	0.0	0.04	29.78	20.0	-0.06	0.21	99.99	0.02	0.56	0.00079	2.91	False	98.4	Gold
03-Waermeleitung	Variante 2	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	28.96	1.12	0.14	-0.16	0.11	1.01	29.99	20.0	-0.54	3.27	98.08	0.33	304.49	0.0115	2.41	False	59.6	Failed
03-Waermeleitung	Variante 3	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	26.29	0.29	2.96	-0.06	0.01	0.13	29.63	19.99	-0.24	0.79	99.94	0.08	1.51	0.00284	3.22	False	94.8	Silver
03-Waermeleitung	Variante 4	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	21.27	0.74	15.48	0.15	0.02	0.18	22.39	20.0	0.73	6.93	94.9	0.16	13.04	0.00709	0.68	False	92.8	Silver
03-Waermeleitung	Variante 1	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	27.14	0.01	0.22	0.0	0.0	0.01	29.79	20.0	0.0	0.03	100.0	0.0	0.08	0.00012	2.92	False	99.6	Gold
03-Waermeleitung	Variante 2	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	29.12	0.05	0.0	0.0	0.0	0.07	30.0	20.0	0.0	0.14	100.0	0.01	12.86	0.00059	2.36	False	97.2	Gold
03-Waermeleitung	Variante 3	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	26.36	0.01	0.15	-0.0	0.0	0.01	29.65	20.0	-0.0	0.04	100.0	0.0	0.07	0.00015	3.23	False	99.6	Gold
03-Waermeleitung	Variante 4	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	21.11	0.01	0.62	0.0	0.0	0.01	22.26	20.0	0.0	0.12	100.0	0.0	0.23	0.00013	0.69	False	99.6	Gold
03-Waermeleitung	Variante 1	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	27.14	0.0	0.01	-0.0	0.0	0.0	29.79	20.0	-0.0	0.0	100.0	0.0	0.01	2e-05	2.92	True	100.0	Gold
03-Waermeleitung	Variante 2	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	29.12	0.03	0.0	-0.0	0.0	0.04	30.0	20.0	-0.0	0.08	100.0	0.01	7.52	0.00035	2.35	True	98.4	Gold
03-Waermeleitung	Variante 3	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	26.36	0.01	0.03	-0.0	0.0	0.0	29.65	20.0	-0.0	0.01	100.0	0.0	0.03	6e-05	3.22	True	100.0	Gold
03-Waermeleitung	Variante 4	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	21.11	0.0	0.02	-0.0	0.0	0.0	22.26	20.0	-0.0	0.01	100.0	0.0	0.01	1e-05	0.69	True	100.0	Gold
04-WaermeleitungSpeicherung	Variante 1 Raum A	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	29.22	0.06	5.25	-0.01	0.0	0.27	30.0	20.0	-0.02	0.17	99.99	0.02	3.48	0.00066	1.72	False	97.88	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	24.17	1.96	22.26	0.01	0.23	0.74	25.5	22.93	0.03	23.16	54.37	0.47	31.9	0.0188	0.76	False	74.14	Failed
04-WaermeleitungSpeicherung	Variante 3 Raum A	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	23.75	0.84	4.79	-0.13	0.04	0.45	24.43	22.2	-0.54	10.46	75.59	0.2	43.04	0.00818	0.49	False	73.89	Failed
04-WaermeleitungSpeicherung	Variante 3 Raum B	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	23.54	0.85	20.22	-0.17	0.04	0.37	24.19	21.55	-0.72	8.36	87.8	0.2	34.35	0.00841	0.67	False	78.74	Failed
04-WaermeleitungSpeicherung	Variante 4 Raum A	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.14	1.06	15.89	-0.13	0.04	0.42	20.32	18.06	-0.65	7.98	94.16	0.2	12.87	0.0099	0.75	False	90.48	Silver
04-WaermeleitungSpeicherung	Variante 4 Raum B	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.09	1.02	26.64	-0.18	0.04	0.3	19.42	18.7	-0.93	20.64	55.03	0.2	33.59	0.00962	0.22	False	73.34	Failed
04-WaermeleitungSpeicherung	Variante 1 Raum A	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	29.23	0.06	17.61	-0.0	0.0	0.52	30.0	20.0	-0.0	0.16	99.99	0.02	3.32	0.00075	1.71	False	97.14	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	24.17	1.74	23.4	-0.0	0.18	0.6	25.46	22.93	-0.01	20.56	64.05	0.42	28.32	0.0167	0.81	False	77.26	Failed
04-WaermeleitungSpeicherung	Variante 3 Raum A	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	23.88	1.78	115.31	0.0	0.18	0.68	24.78	22.22	0.0	22.23	-10.19	0.43	91.44	0.01711	0.52	False	31.87	Failed
04-WaermeleitungSpeicherung	Variante 3 Raum B	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	23.72	0.16	28.33	0.01	0.0	0.11	24.22	21.89	0.02	1.6	99.55	0.04	6.56	0.00158	0.57	False	94.52	Silver
04-WaermeleitungSpeicherung	Variante 4 Raum A	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	19.23	2.17	49.07	-0.03	0.18	1.05	20.87	17.75	-0.16	16.35	75.47	0.42	26.36	0.02065	0.93	False	78.34	Failed
04-WaermeleitungSpeicherung	Variante 4 Raum B	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	19.26	0.37	25.13	-0.01	0.0	0.13	19.7	18.71	-0.05	7.42	94.18	0.07	12.08	0.00348	0.31	False	90.46	Silver
04-WaermeleitungSpeicherung	Variante 1 Raum A	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	29.23	0.12	7.5	-0.0	0.0	0.1	29.99	20.0	-0.01	0.36	99.96	0.04	7.31	0.00126	1.73	False	95.78	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	24.2	0.78	19.94	0.03	0.04	0.38	25.39	23.02	0.14	9.22	92.77	0.19	12.7	0.00751	0.68	False	90.04	Silver
04-WaermeleitungSpeicherung	Variante 3 Raum A	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	23.94	0.28	22.14	0.05	0.0	0.12	24.54	22.52	0.21	3.49	97.28	0.07	14.37	0.00267	0.42	False	90.45	Silver
04-WaermeleitungSpeicherung	Variante 3 Raum B	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	23.76	0.22	0.5	0.05	0.0	0.06	24.25	21.83	0.22	2.13	99.21	0.05	8.76	0.00209	0.58	False	95.12	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum A	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	19.28	0.44	15.2	0.01	0.01	0.18	20.7	17.93	0.07	3.32	98.99	0.08	5.35	0.00413	0.89	False	95.65	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum B	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	19.29	0.12	4.0	0.02	0.0	0.04	19.73	18.75	0.11	2.53	99.33	0.02	4.11	0.00117	0.3	False	97.17	Gold
04-WaermeleitungSpeicherung	Variante 1 Raum A	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	29.24	0.04	1.71	0.01	0.0	0.03	30.0	20.0	0.02	0.11	100.0	0.01	2.26	0.0004	1.71	True	98.73	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	24.17	0.01	0.3	-0.0	0.0	0.0	25.19	23.13	-0.0	0.14	100.0	0.0	0.19	0.00011	0.71	True	99.86	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum A	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	23.88	0.01	0.7	0.0	0.0	0.0	24.43	22.51	0.0	0.07	100.0	0.0	0.28	5e-05	0.41	True	99.8	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum B	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	23.71	0.0	0.21	0.0	0.0	0.0	24.2	21.78	0.0	0.03	100.0	0.0	0.1	3e-05	0.58	True	99.93	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum A	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	19.26	0.01	0.36	0.0	0.0	0.0	20.54	17.98	0.0	0.05	100.0	0.0	0.08	6e-05	0.85	True	99.93	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum B	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	19.27	0.0	0.12	0.0	0.0	0.0	19.7	18.75	0.0	0.05	100.0	0.0	0.09	2e-05	0.29	True	99.94	Gold
04-WaermeleitungSpeicherung	Variante 1 Raum A	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	29.22	0.05	5.81	-0.01	0.0	0.12	29.99	20.0	-0.03	0.15	99.99	0.01	2.99	0.00058	1.72	False	98.09	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	24.16	0.11	3.89	-0.01	0.0	0.05	25.15	23.18	-0.02	1.28	99.86	0.03	1.76	0.00104	0.68	False	98.63	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum A	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	23.88	0.06	6.2	-0.0	0.0	0.03	24.41	22.54	-0.01	0.75	99.88	0.01	3.07	0.00058	0.4	False	97.91	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum B	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	23.71	0.02	4.13	0.0	0.0	0.02	24.2	21.79	0.0	0.22	99.99	0.01	0.9	0.00022	0.58	False	99.24	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum A	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	19.26	0.06	2.6	-0.0	0.0	0.03	20.54	17.98	-0.01	0.47	99.98	0.01	0.75	0.0006	0.85	False	99.37	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum B	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	19.27	0.02	1.65	-0.0	0.0	0.01	19.7	18.74	-0.0	0.4	99.98	0.0	0.65	0.00019	0.29	False	99.5	Gold
04-WaermeleitungSpeicherung	Variante 1 Raum A	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	29.22	0.04	1.78	-0.01	0.0	0.03	30.0	20.0	-0.02	0.11	100.0	0.01	2.28	0.0004	1.72	False	98.72	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	24.17	0.02	0.13	0.0	0.0	0.01	25.19	23.14	0.0	0.26	99.99	0.01	0.36	0.00021	0.7	False	99.77	Gold
04-WaermeleitungSpeicherung	Variante 1 Raum A	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	29.22	0.04	1.71	-0.01	0.0	0.03	30.0	20.0	-0.02	0.11	100.0	0.01	2.26	0.0004	1.72	True	98.73	Gold
04-WaermeleitungSpeicherung	Variante 2 Raum A	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	24.17	0.01	0.3	0.0	0.0	0.0	25.18	23.14	0.0	0.14	100.0	0.0	0.19	0.00011	0.7	True	99.86	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum A	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	23.88	0.01	0.7	-0.0	0.0	0.0	24.43	22.51	-0.0	0.07	100.0	0.0	0.28	5e-05	0.41	True	99.8	Gold
04-WaermeleitungSpeicherung	Variante 3 Raum B	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	23.71	0.0	0.21	-0.0	0.0	0.0	24.2	21.78	-0.0	0.03	100.0	0.0	0.1	3e-05	0.58	True	99.93	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum A	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	19.26	0.01	0.36	-0.0	0.0	0.0	20.54	17.98	-0.0	0.05	100.0	0.0	0.08	6e-05	0.84	True	99.93	Gold
04-WaermeleitungSpeicherung	Variante 4 Raum B	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	19.27	0.0	0.12	-0.0	0.0	0.0	19.69	18.75	-0.0	0.05	100.0	0.0	0.09	2e-05	0.29	True	99.94	Gold
05-Lueftung	Variante 1 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	14.2	0.06	14.88	-0.01	0.0	0.02	14.42	13.84	-0.04	1.53	99.73	0.01	3.39	0.00059	0.17	False	97.02	Gold
05-Lueftung	Variante 2 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.11	0.53	9.07	0.0	0.01	0.53	20.39	17.96	0.02	4.4	96.78	0.1	12.13	0.00498	0.59	False	92.27	Silver
05-Lueftung	Variante 2 Lueftungswaermestrom	Aixlib	AixLib	0.7.3	W	Amin Nouri, RWTH Aachen	0	0.12	9837.56	9.18	0.01	126.52	52.45	182.16	-148.44	5.65	3.43	97.49	11.25	10.97	-99	71.16	False	92.14	Silver
05-Lueftung	Variante 3 Raumlufttemperatur	Aixlib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	17.89	1.51	25.66	0.24	0.07	1.0	18.73	16.95	1.39	18.62	11.24	0.27	76.01	0.01408	0.33	False	48.07	Failed
05-Lueftung	Variante 3 Lueftungswaermestrom	Aixlib	AixLib	0.7.3	W	Amin Nouri, RWTH Aachen	0	2.41	466.42	24.61	-0.26	155.58	105.38	141.8	-128.26	-9.84	5.31	90.72	12.47	31.97	-99	44.02	False	78.92	Failed
05-Lueftung	Variante 1 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	14.3	0.68	36.57	0.09	0.01	0.14	14.5	13.93	0.65	16.51	68.95	0.1	36.53	0.00633	0.15	False	73.33	Failed
05-Lueftung	Variante 2 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	19.1	0.25	4.84	-0.0	0.0	0.19	20.32	18.0	-0.0	2.06	99.29	0.05	5.7	0.00234	0.57	False	96.41	Gold
05-Lueftung	Variante 2 Lueftungswaermestrom	ETU	ETU Simulation	4.1	W	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.04	7617.59	6.15	-0.08	75.86	29.85	174.5	-146.5	-67.37	2.66	98.49	8.71	8.5	-99	69.19	False	83.52	Bronze
05-Lueftung	Variante 3 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	17.66	0.3	3.7	0.01	0.0	0.32	18.27	16.79	0.07	3.7	96.49	0.05	15.12	0.00285	0.29	False	91.21	Silver
05-Lueftung	Variante 3 Lueftungswaermestrom	ETU	ETU Simulation	4.1	W	Dr. Rainer Rolffs, ETU Hottgenroth	0	2.5	265.13	9.91	-0.18	50.27	46.95	100.0	-121.0	-6.7	3.02	97.0	7.09	18.17	-99	39.54	False	88.33	Bronze
05-Lueftung	Variante 4 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	22.49	1.33	18.15	-0.28	0.09	0.46	23.82	20.75	-1.25	10.54	80.96	0.3	28.74	0.0129	0.73	False	80.55	Bronze
05-Lueftung	Variante 4 Lueftungswaermestrom	ETU	ETU Simulation	4.1	W	Dr. Rainer Rolffs, ETU Hottgenroth	0	-72.73	-12.97	9.41	6.22	104.8	29.36	30.0	-217.0	-7.88	3.95	97.44	10.24	9.3	-99	60.61	False	92.5	Silver
05-Lueftung	Variante 1 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	14.24	0.21	3.22	0.03	0.0	0.03	14.45	13.87	0.21	5.16	96.97	0.03	11.41	0.00197	0.17	False	92.88	Silver
05-Lueftung	Variante 2 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	19.11	0.11	2.69	0.01	0.0	0.08	20.32	17.98	0.04	0.9	99.87	0.02	2.47	0.00101	0.57	False	98.42	Gold
05-Lueftung	Variante 2 Lueftungswaermestrom	IDAICE	IDA ICE	4.8.0.1	W	Caroline Seifert, INNIUS DÖ	0	0.04	7010.72	5.62	-0.07	64.25	39.26	183.68	-149.63	-63.52	2.44	98.72	8.02	7.82	-99	71.73	False	84.59	Bronze
05-Lueftung	Variante 3 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	17.85	1.29	17.22	0.21	0.05	0.84	18.64	16.93	1.18	15.98	34.57	0.23	65.25	0.01217	0.3	False	56.82	Failed
05-Lueftung	Variante 3 Lueftungswaermestrom	IDAICE	IDA ICE	4.8.0.1	W	Caroline Seifert, INNIUS DÖ	0	1.77	507.76	8.49	-0.9	184.38	85.01	114.51	-129.4	-33.65	5.78	89.0	13.58	34.8	-99	41.39	False	74.36	Failed
05-Lueftung	Variante 1 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	14.21	0.01	0.66	0.0	0.0	0.0	14.42	13.84	0.0	0.14	100.0	0.0	0.31	5e-05	0.17	True	99.78	Gold
05-Lueftung	Variante 2 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	19.1	0.19	4.41	-0.0	0.0	0.18	20.35	17.98	-0.0	1.6	99.57	0.04	4.41	0.00181	0.57	True	97.19	Gold
05-Lueftung	Variante 2 Lueftungswaermestrom	NANDRAD	NANDRAD	1.8	W	Dirk Weiß, IBK TU Dresden	0	0.11	17.58	0.01	-0.0	0.0	0.09	178.44	-149.49	-0.66	0.01	100.0	0.02	0.02	-99	70.97	True	99.88	Gold
05-Lueftung	Variante 3 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	17.64	0.09	3.58	-0.0	0.0	0.05	18.19	16.79	-0.01	1.05	99.72	0.02	4.29	0.00081	0.28	True	97.41	Gold
05-Lueftung	Variante 3 Lueftungswaermestrom	NANDRAD	NANDRAD	1.8	W	Dirk Weiß, IBK TU Dresden	0	2.67	0.46	0.05	-0.0	0.0	0.1	111.62	-123.31	-0.03	0.01	100.0	0.01	0.03	-99	40.94	True	99.98	Gold
05-Lueftung	Variante 4 Raumlufttemperatur	NANDRAD	NANDRAD	1.8	C	Dirk Weiß, IBK TU Dresden	0	22.77	0.13	3.2	-0.0	0.0	0.17	23.97	21.07	-0.01	1.05	99.81	0.03	2.85	0.00127	0.69	True	98.17	Gold
05-Lueftung	Variante 4 Lueftungswaermestrom	NANDRAD	NANDRAD	1.8	W	Dirk Weiß, IBK TU Dresden	0	-78.87	-0.36	0.09	0.08	0.08	3.02	29.74	-229.33	-0.11	0.11	100.0	0.29	0.26	-99	64.07	True	99.83	Gold
05-Lueftung	Variante 1 Raumlufttemperatur	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	14.21	0.03	5.65	-0.0	0.0	0.01	14.42	13.84	-0.02	0.65	99.95	0.0	1.43	0.00025	0.17	False	98.79	Gold
05-Lueftung	Variante 2 Raumlufttemperatur	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	19.11	0.21	5.43	0.0	0.0	0.18	20.37	17.97	0.03	1.74	99.49	0.04	4.82	0.00198	0.57	False	96.88	Gold
05-Lueftung	Variante 2 Lueftungswaermestrom	TAS	TAS	9.5.0	W	Rainer Strobel, PGMM	0	-0.08	9505.31	8.88	-0.19	118.12	52.72	184.89	-151.15	-167.53	3.31	97.65	10.87	10.6	-99	72.45	False	65.4	Failed
05-Lueftung	Variante 3 Raumlufttemperatur	TAS	TAS	9.5.0	C	Rainer Strobel, PGMM	0	17.58	0.39	6.13	-0.07	0.0	0.14	18.09	16.73	-0.38	4.85	93.98	0.07	19.79	0.00372	0.28	False	88.22	Bronze
05-Lueftung	Variante 3 Lueftungswaermestrom	TAS	TAS	9.5.0	W	Rainer Strobel, PGMM	0	2.48	158.46	9.08	-0.2	17.96	15.0	106.49	-123.42	-7.42	1.8	98.93	4.24	10.86	-99	41.25	False	92.32	Silver
05-Lueftung	Variante 1 Raumlufttemperatur	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	14.21	0.01	0.58	0.0	0.0	0.0	14.42	13.84	0.0	0.14	100.0	0.0	0.3	5e-05	0.17	False	99.79	Gold
05-Lueftung	Variante 2 Raumlufttemperatur	THERAKLES	THERAKLES	1.8	C	TU Dresden, IBK TU Dresden	0	19.1	0.19	4.36	-0.0	0.0	0.18	20.35	17.98	-0.0	1.59	99.58	0.04	4.39	0.00181	0.56	False	97.21	Gold
