Zeit [min]	Barrow Azimuth [Deg]	Barrow Altitude [Deg]	Denver Azimuth [Deg]	Denver Altitude [Deg]	Kaxgar Azimuth [Deg]	Kaxgar Altitude [Deg]	Lima Azimuth [Deg]	Lima Altitude [Deg]	Melbourne Azimuth [Deg]	Melbourne Altitude [Deg]	Potsdam Azimuth [Deg]	Potsdam Altitude [Deg]	Shanghai Azimuth [Deg]	Shanghai Altitude [Deg]	Singapur Azimuth [Deg]	Singapur Altitude [Deg]
426922	153.046	5.183	173.096	38.503	126.701	21.29	86.855	82.377	23.126	62.075	171.744	25.802	173.915	47.156	121.39	64.921
426923	153.29	5.219	173.408	38.526	126.905	21.445	86.699	82.621	22.629	62.152	172.015	25.824	174.274	47.178	121.676	65.134
426924	153.533	5.255	173.72	38.547	127.11	21.599	86.535	82.865	22.129	62.227	172.286	25.844	174.633	47.199	121.968	65.346
426925	153.777	5.29	174.032	38.568	127.315	21.752	86.36	83.109	21.627	62.301	172.557	25.864	174.993	47.218	122.265	65.558
426926	154.02	5.325	174.345	38.587	127.521	21.906	86.175	83.353	21.123	62.373	172.829	25.884	175.353	47.236	122.567	65.769
426927	154.264	5.36	174.657	38.606	127.727	22.058	85.977	83.597	20.616	62.444	173.1	25.903	175.713	47.253	122.875	65.979
426928	154.507	5.395	174.97	38.623	127.934	22.211	85.766	83.841	20.108	62.513	173.372	25.921	176.073	47.268	123.188	66.188
426929	154.751	5.429	175.283	38.639	128.142	22.363	85.539	84.085	19.596	62.58	173.644	25.938	176.434	47.282	123.507	66.397
426930	154.995	5.463	175.596	38.655	128.35	22.514	85.295	84.329	19.083	62.645	173.915	25.954	176.794	47.295	123.831	66.605
426931	155.238	5.497	175.909	38.669	128.559	22.666	85.031	84.572	18.568	62.709	174.187	25.97	177.155	47.306	124.162	66.812
426932	155.482	5.531	176.223	38.682	128.769	22.816	84.745	84.816	18.051	62.771	174.459	25.985	177.516	47.316	124.499	67.019
426933	155.726	5.564	176.536	38.694	128.979	22.967	84.434	85.059	17.531	62.832	174.731	26	177.877	47.325	124.842	67.224
426934	155.97	5.596	176.85	38.705	129.189	23.116	84.092	85.303	17.01	62.891	175.004	26.013	178.239	47.332	125.191	67.429
426935	156.214	5.629	177.164	38.715	129.401	23.266	83.716	85.546	16.486	62.948	175.276	26.026	178.6	47.338	125.547	67.633
426936	156.458	5.661	177.477	38.724	129.612	23.415	83.3	85.789	15.961	63.003	175.548	26.038	178.962	47.343	125.909	67.836
426937	156.702	5.693	177.791	38.732	129.825	23.563	82.836	86.032	15.434	63.057	175.821	26.05	179.323	47.346	126.278	68.038
426938	156.946	5.725	178.105	38.739	130.038	23.711	82.314	86.274	14.905	63.108	176.093	26.061	179.685	47.348	126.654	68.239
426939	157.191	5.756	178.419	38.745	130.252	23.859	81.724	86.516	14.374	63.158	176.366	26.071	180.046	47.348	127.038	68.439
426940	157.435	5.787	178.733	38.75	130.466	24.006	81.049	86.758	13.842	63.207	176.638	26.08	180.408	47.347	127.428	68.638
426941	157.679	5.817	179.047	38.753	130.681	24.152	80.27	86.999	13.308	63.253	176.911	26.089	180.769	47.345	127.827	68.836
426942	157.924	5.848	179.362	38.756	130.897	24.298	79.359	87.24	12.772	63.298	177.183	26.096	181.131	47.342	128.232	69.032
426943	158.168	5.878	179.676	38.758	131.113	24.444	78.279	87.48	12.235	63.34	177.456	26.104	181.492	47.337	128.646	69.228
426944	158.413	5.907	179.99	38.758	131.33	24.589	76.977	87.719	11.696	63.382	177.729	26.11	181.854	47.33	129.067	69.423
426945	158.657	5.937	180.304	38.758	131.548	24.734	75.379	87.956	11.156	63.421	178.002	26.116	182.215	47.323	129.497	69.616
426946	158.902	5.966	180.618	38.756	131.766	24.878	73.368	88.192	10.614	63.458	178.274	26.121	182.576	47.314	129.935	69.809
426947	159.146	5.994	180.932	38.754	131.985	25.022	70.768	88.424	10.072	63.494	178.547	26.125	182.937	47.304	130.381	70
426948	159.391	6.023	181.247	38.75	132.204	25.165	67.285	88.653	9.528	63.527	178.82	26.128	183.298	47.292	130.837	70.189
426949	159.636	6.051	181.561	38.745	132.424	25.308	62.416	88.874	8.982	63.559	179.093	26.131	183.659	47.279	131.301	70.378
426950	159.881	6.078	181.875	38.739	132.645	25.45	55.258	89.084	8.436	63.589	179.366	26.133	184.019	47.265	131.774	70.565
426951	160.125	6.106	182.189	38.733	132.867	25.592	44.172	89.271	7.889	63.617	179.639	26.135	184.379	47.249	132.257	70.751
426952	160.37	6.133	182.503	38.725	133.089	25.733	26.671	89.415	7.34	63.643	179.912	26.135	184.739	47.232	132.749	70.935
426953	160.615	6.16	182.816	38.716	133.312	25.873	1.931	89.477	6.791	63.668	180.184	26.135	185.099	47.214	133.25	71.118
426954	160.86	6.186	183.13	38.706	133.535	26.014	336.5	89.43	6.241	63.69	180.457	26.134	185.459	47.194	133.762	71.299
426955	161.105	6.212	183.444	38.695	133.759	26.153	317.89	89.296	5.69	63.711	180.73	26.133	185.818	47.173	134.284	71.479
426956	161.35	6.238	183.757	38.683	133.984	26.292	306.045	89.113	5.138	63.729	181.003	26.13	186.177	47.151	134.816	71.657
426957	161.595	6.263	184.071	38.67	134.209	26.431	298.445	88.906	4.585	63.746	181.276	26.127	186.535	47.127	135.358	71.833
426958	161.841	6.289	184.384	38.655	134.436	26.569	293.315	88.685	4.032	63.761	181.549	26.123	186.893	47.102	135.912	72.008
426959	162.086	6.313	184.697	38.64	134.662	26.707	289.67	88.458	3.479	63.774	181.822	26.119	187.251	47.076	136.476	72.181
426960	162.331	6.338	185.01	38.624	134.89	26.844	286.964	88.225	2.925	63.785	182.094	26.114	187.608	47.048	137.051	72.352
426961	162.576	6.362	185.323	38.607	135.118	26.98	284.882	87.99	2.371	63.794	182.367	26.108	187.965	47.019	137.638	72.521
426962	162.822	6.386	185.635	38.588	135.347	27.116	283.232	87.753	1.816	63.801	182.64	26.101	188.322	46.989	138.236	72.689
426963	163.067	6.409	185.948	38.569	135.577	27.251	281.893	87.514	1.261	63.807	182.913	26.094	188.678	46.957	138.846	72.854
426964	163.313	6.433	186.26	38.548	135.807	27.386	280.785	87.275	0.706	63.81	183.185	26.086	189.033	46.924	139.468	73.018
426965	163.558	6.455	186.572	38.527	136.038	27.52	279.853	87.034	0.151	63.812	183.458	26.077	189.388	46.89	140.102	73.179
426966	163.804	6.478	186.884	38.505	136.269	27.654	279.056	86.793	359.596	63.811	183.73	26.067	189.743	46.854	140.749	73.338
426967	164.049	6.5	187.195	38.481	136.502	27.787	278.368	86.551	359.041	63.809	184.003	26.057	190.097	46.817	141.408	73.495
426968	164.295	6.522	187.506	38.456	136.735	27.92	277.766	86.309	358.486	63.805	184.275	26.046	190.451	46.779	142.079	73.65
426969	164.54	6.544	187.818	38.431	136.968	28.052	277.236	86.066	357.931	63.798	184.548	26.034	190.804	46.74	142.764	73.803
426970	164.786	6.565	188.128	38.404	137.203	28.183	276.764	85.824	357.377	63.79	184.82	26.022	191.156	46.699	143.461	73.953
426971	165.032	6.586	188.439	38.376	137.438	28.314	276.341	85.581	356.822	63.78	185.092	26.009	191.508	46.657	144.172	74.1
426972	165.278	6.606	188.749	38.348	137.674	28.444	275.96	85.338	356.269	63.768	185.364	25.995	191.859	46.614	144.896	74.245
426973	165.523	6.626	189.059	38.318	137.91	28.574	275.614	85.094	355.715	63.755	185.636	25.98	192.21	46.569	145.634	74.388
426974	165.769	6.646	189.369	38.287	138.148	28.703	275.298	84.851	355.163	63.739	185.908	25.965	192.559	46.523	146.385	74.527
426975	166.015	6.666	189.678	38.255	138.386	28.831	275.008	84.607	354.611	63.721	186.18	25.949	192.909	46.476	147.149	74.664
426976	166.261	6.685	189.988	38.223	138.624	28.959	274.742	84.364	354.059	63.702	186.452	25.932	193.257	46.428	147.928	74.798
426977	166.507	6.704	190.296	38.189	138.864	29.086	274.495	84.12	353.508	63.68	186.724	25.914	193.605	46.378	148.72	74.93
426978	166.753	6.722	190.605	38.154	139.104	29.213	274.266	83.876	352.959	63.657	186.995	25.896	193.952	46.327	149.526	75.058
426979	166.999	6.741	190.913	38.118	139.345	29.339	274.052	83.632	352.41	63.632	187.267	25.877	194.299	46.275	150.346	75.183
426980	167.245	6.758	191.221	38.081	139.586	29.465	273.853	83.388	351.862	63.605	187.538	25.857	194.645	46.221	151.18	75.305
426981	167.491	6.776	191.528	38.043	139.829	29.589	273.666	83.144	351.315	63.576	187.81	25.837	194.99	46.167	152.028	75.424
426982	167.737	6.793	191.835	38.004	140.072	29.714	273.49	82.9	350.769	63.545	188.081	25.816	195.334	46.111	152.89	75.54
426983	167.983	6.81	192.142	37.964	140.315	29.837	273.324	82.656	350.224	63.512	188.352	25.794	195.677	46.054	153.766	75.652
426984	168.229	6.827	192.448	37.923	140.56	29.96	273.167	82.412	349.681	63.478	188.623	25.772	196.02	45.995	154.655	75.761
426985	168.476	6.843	192.754	37.881	140.805	30.082	273.018	82.168	349.138	63.441	188.894	25.748	196.362	45.935	155.558	75.866
426986	168.722	6.859	193.06	37.839	141.051	30.204	272.877	81.924	348.598	63.403	189.164	25.724	196.703	45.875	156.474	75.967
426987	168.968	6.874	193.365	37.795	141.298	30.325	272.742	81.679	348.058	63.363	189.435	25.7	197.043	45.813	157.403	76.065
426988	169.215	6.889	193.669	37.75	141.545	30.445	272.614	81.435	347.52	63.321	189.705	25.674	197.382	45.749	158.346	76.159
426989	169.461	6.904	193.974	37.704	141.793	30.565	272.492	81.191	346.983	63.278	189.975	25.648	197.721	45.685	159.301	76.25
426990	169.707	6.919	194.278	37.657	142.042	30.684	272.375	80.946	346.449	63.232	190.246	25.622	198.059	45.619	160.268	76.336
426991	169.954	6.933	194.581	37.609	142.292	30.802	272.262	80.702	345.915	63.185	190.516	25.594	198.395	45.552	161.248	76.418
426992	170.2	6.947	194.884	37.56	142.542	30.92	272.154	80.458	345.384	63.136	190.785	25.566	198.731	45.484	162.239	76.497
426993	170.446	6.96	195.186	37.51	142.793	31.037	272.051	80.213	344.854	63.085	191.055	25.537	199.066	45.415	163.242	76.571
426994	170.693	6.973	195.488	37.459	143.045	31.153	271.951	79.969	344.325	63.032	191.325	25.507	199.4	45.344	164.256	76.641
426995	170.939	6.986	195.79	37.408	143.297	31.269	271.855	79.725	343.799	62.978	191.594	25.477	199.733	45.273	165.28	76.707
426996	171.186	6.998	196.091	37.355	143.551	31.384	271.762	79.48	343.275	62.922	191.863	25.446	200.066	45.2	166.314	76.768
426997	171.432	7.01	196.392	37.301	143.804	31.498	271.672	79.236	342.752	62.864	192.132	25.414	200.397	45.126	167.357	76.825
426998	171.679	7.022	196.692	37.246	144.059	31.612	271.585	78.991	342.232	62.805	192.401	25.382	200.727	45.051	168.409	76.877
426999	171.926	7.034	196.991	37.191	144.315	31.725	271.501	78.747	341.713	62.743	192.67	25.349	201.056	44.974	169.469	76.925
427000	172.172	7.045	197.29	37.134	144.571	31.837	271.419	78.502	341.197	62.68	192.938	25.315	201.385	44.897	170.537	76.969
427001	172.419	7.056	197.589	37.076	144.828	31.949	271.34	78.258	340.682	62.616	193.206	25.28	201.712	44.818	171.611	77.007
427002	172.665	7.066	197.887	37.018	145.085	32.06	271.264	78.013	340.17	62.549	193.474	25.245	202.039	44.739	172.692	77.041
427003	172.912	7.076	198.185	36.958	145.344	32.17	271.189	77.769	339.66	62.482	193.742	25.209	202.364	44.658	173.778	77.071
427004	173.159	7.086	198.482	36.898	145.603	32.279	271.117	77.525	339.152	62.412	194.01	25.173	202.688	44.576	174.868	77.096
427005	173.406	7.095	198.778	36.837	145.863	32.388	271.046	77.28	338.647	62.341	194.277	25.135	203.012	44.493	175.962	77.116
427006	173.652	7.104	199.074	36.774	146.123	32.496	270.978	77.036	338.144	62.268	194.545	25.097	203.334	44.409	177.06	77.131
427007	173.899	7.113	199.369	36.711	146.385	32.603	270.911	76.791	337.643	62.193	194.812	25.059	203.655	44.323	178.159	77.141
427008	174.146	7.121	199.664	36.647	146.647	32.709	270.846	76.547	337.144	62.117	195.079	25.019	203.975	44.237	179.26	77.147
427009	174.393	7.129	199.958	36.582	146.91	32.815	270.783	76.302	336.648	62.04	195.345	24.979	204.295	44.15	180.361	77.148
427010	174.639	7.137	200.252	36.516	147.173	32.92	270.722	76.057	336.154	61.96	195.612	24.939	204.613	44.061	181.462	77.144
427011	174.886	7.144	200.545	36.449	147.438	33.024	270.663	75.813	335.663	61.88	195.878	24.897	204.93	43.971	182.562	77.135
427012	175.133	7.151	200.838	36.381	147.703	33.128	270.605	75.568	335.174	61.797	196.144	24.855	205.246	43.881	183.661	77.121
427013	175.38	7.158	201.13	36.312	147.968	33.231	270.55	75.324	334.687	61.713	196.41	24.812	205.561	43.789	184.756	77.103
427014	175.627	7.164	201.421	36.242	148.235	33.333	270.496	75.079	334.203	61.628	196.676	24.769	205.875	43.696	185.848	77.08
427015	175.873	7.17	201.712	36.171	148.502	33.434	270.446	74.835	333.722	61.541	196.941	24.725	206.187	43.602	186.935	77.052
427016	176.12	7.176	202.002	36.1	148.77	33.534	270.398	74.59	333.243	61.453	197.206	24.68	206.499	43.507	188.018	77.02
427017	176.367	7.181	202.291	36.027	149.039	33.634	270.354	74.346	332.767	61.363	197.471	24.635	206.81	43.411	189.094	76.982
427018	176.614	7.186	202.58	35.954	149.308	33.733	270.314	74.101	332.293	61.272	197.736	24.588	207.119	43.314	190.164	76.941
427019	176.861	7.19	202.869	35.88	149.578	33.831	270.28	73.857	331.822	61.179	198	24.542	207.427	43.216	191.227	76.894
427020	177.108	7.194	203.156	35.805	149.849	33.928	270.255	73.612	331.353	61.085	198.264	24.494	207.735	43.117	192.282	76.843
427021	177.355	7.198	203.443	35.729	150.12	34.025	270.238	73.368	330.888	60.989	198.528	24.446	208.041	43.017	193.328	76.788
427022	177.602	7.202	203.73	35.652	150.393	34.121	269.766	73.123	330.424	60.892	198.792	24.397	208.346	42.916	194.366	76.728
427023	177.849	7.205	204.015	35.574	150.666	34.215	269.76	72.879	329.964	60.794	199.055	24.348	208.65	42.814	195.393	76.664
427024	178.096	7.208	204.301	35.495	150.939	34.31	269.743	72.634	329.506	60.694	199.318	24.298	208.952	42.711	196.41	76.595
427025	178.342	7.21	204.585	35.416	151.214	34.403	269.719	72.39	329.051	60.593	199.581	24.247	209.254	42.607	197.417	76.523
427026	178.589	7.213	204.869	35.336	151.489	34.495	269.689	72.145	328.598	60.491	199.844	24.195	209.554	42.502	198.412	76.446
427027	178.836	7.214	205.152	35.254	151.765	34.587	269.654	71.9	328.148	60.387	200.106	24.143	209.854	42.396	199.396	76.365
427028	179.083	7.216	205.435	35.172	152.041	34.678	269.617	71.656	327.701	60.282	200.369	24.09	210.152	42.289	200.368	76.28
427029	179.33	7.217	205.717	35.089	152.318	34.768	269.578	71.411	327.257	60.175	200.63	24.037	210.449	42.181	201.327	76.191
427030	179.577	7.218	205.998	35.005	152.596	34.857	269.538	71.167	326.815	60.068	200.892	23.983	210.745	42.072	202.274	76.098
427031	179.824	7.218	206.278	34.921	152.875	34.946	269.497	70.922	326.376	59.959	201.153	23.928	211.04	41.962	203.208	76.002
427032	180.071	7.218	206.558	34.835	153.154	35.033	269.456	70.678	325.939	59.849	201.414	23.873	211.333	41.852	204.129	75.901
427033	180.318	7.218	206.837	34.749	153.434	35.12	269.414	70.433	325.506	59.737	201.675	23.817	211.626	41.74	205.036	75.797
427034	180.565	7.217	207.116	34.662	153.715	35.206	269.372	70.189	325.075	59.625	201.936	23.76	211.917	41.627	205.93	75.69
427035	180.812	7.216	207.394	34.574	153.996	35.291	269.33	69.944	324.647	59.511	202.196	23.703	212.207	41.514	206.81	75.579
427036	181.059	7.215	207.671	34.485	154.278	35.375	269.289	69.7	324.221	59.396	202.456	23.645	212.496	41.399	207.677	75.464
427037	181.306	7.213	207.947	34.395	154.561	35.459	269.247	69.455	323.798	59.279	202.715	23.586	212.784	41.284	208.529	75.347
427038	181.553	7.211	208.223	34.305	154.844	35.541	269.205	69.211	323.378	59.162	202.975	23.527	213.071	41.168	209.368	75.226
427039	181.8	7.209	208.498	34.213	155.128	35.623	269.164	68.966	322.961	59.043	203.234	23.467	213.357	41.051	210.193	75.101
427040	182.047	7.206	208.772	34.121	155.413	35.703	269.123	68.722	322.546	58.923	203.492	23.406	213.641	40.932	211.004	74.974
427041	182.294	7.203	209.046	34.028	155.698	35.783	269.082	68.477	322.134	58.802	203.751	23.345	213.924	40.814	211.801	74.844
427042	182.541	7.2	209.319	33.935	155.984	35.862	269.041	68.233	321.724	58.68	204.009	23.283	214.206	40.694	212.584	74.711
427043	182.787	7.196	209.591	33.84	156.271	35.94	269	67.988	321.318	58.557	204.267	23.221	214.487	40.573	213.354	74.575
427044	183.034	7.192	209.863	33.745	156.558	36.018	268.959	67.744	320.913	58.433	204.524	23.158	214.767	40.451	214.11	74.436
427045	183.281	7.188	210.134	33.649	156.846	36.094	268.919	67.499	320.512	58.308	204.782	23.094	215.046	40.329	214.852	74.294
427046	183.528	7.183	210.404	33.552	157.135	36.169	268.879	67.255	320.113	58.181	205.039	23.03	215.323	40.206	215.58	74.15
427047	183.775	7.178	210.674	33.454	157.424	36.244	268.839	67.01	319.717	58.054	205.295	22.965	215.6	40.082	216.296	74.004
427048	184.022	7.172	210.942	33.356	157.714	36.317	268.8	66.766	319.323	57.926	205.552	22.9	215.875	39.957	216.998	73.854
427049	184.269	7.167	211.21	33.257	158.004	36.39	268.76	66.521	318.933	57.796	205.808	22.834	216.149	39.831	217.687	73.703
427050	184.516	7.16	211.478	33.157	158.296	36.462	268.721	66.277	318.544	57.666	206.063	22.767	216.422	39.704	218.363	73.549
427051	184.762	7.154	211.744	33.056	158.587	36.533	268.682	66.032	318.158	57.534	206.319	22.7	216.693	39.577	219.026	73.393
427052	185.009	7.147	212.01	32.954	158.88	36.603	268.643	65.788	317.775	57.402	206.574	22.632	216.964	39.449	219.677	73.234
427053	185.256	7.14	212.275	32.852	159.173	36.672	268.605	65.543	317.395	57.268	206.829	22.563	217.233	39.32	220.315	73.074
427054	185.503	7.132	212.54	32.749	159.466	36.74	268.566	65.299	317.016	57.134	207.083	22.494	217.502	39.19	220.941	72.911
427055	185.75	7.125	212.804	32.645	159.76	36.807	268.528	65.054	316.641	56.998	207.337	22.424	217.769	39.059	221.555	72.746
427056	185.996	7.116	213.067	32.541	160.055	36.874	268.49	64.81	316.268	56.862	207.591	22.354	218.035	38.928	222.158	72.579
427057	186.243	7.108	213.329	32.436	160.35	36.939	268.452	64.566	315.897	56.725	207.845	22.283	218.3	38.796	222.748	72.411
427058	186.49	7.099	213.59	32.33	160.646	37.003	268.414	64.321	315.529	56.586	208.098	22.211	218.564	38.663	223.327	72.24
427059	186.737	7.09	213.851	32.223	160.942	37.067	268.377	64.077	315.164	56.447	208.35	22.139	218.826	38.529	223.895	72.068
427060	186.983	7.08	214.111	32.116	161.239	37.13	268.339	63.832	314.8	56.307	208.603	22.066	219.088	38.394	224.453	71.893
427061	187.23	7.07	214.371	32.008	161.537	37.191	268.302	63.588	314.44	56.167	208.855	21.993	219.348	38.259	224.999	71.718
427062	187.477	7.06	214.63	31.899	161.835	37.252	268.265	63.343	314.081	56.025	209.107	21.919	219.608	38.123	225.534	71.54
427063	187.723	7.049	214.887	31.789	162.134	37.311	268.228	63.099	313.726	55.882	209.359	21.844	219.866	37.987	226.06	71.361
427064	187.97	7.038	215.145	31.679	162.433	37.37	268.191	62.855	313.372	55.739	209.61	21.769	220.123	37.849	226.575	71.18
427065	188.216	7.027	215.401	31.568	162.733	37.428	268.154	62.61	313.021	55.595	209.861	21.694	220.379	37.711	227.08	70.998
427066	188.463	7.016	215.657	31.456	163.033	37.485	268.118	62.366	312.672	55.449	210.111	21.617	220.634	37.572	227.575	70.814
427067	188.71	7.004	215.912	31.344	163.334	37.541	268.081	62.121	312.326	55.304	210.361	21.54	220.887	37.432	228.061	70.629
427068	188.956	6.991	216.166	31.231	163.635	37.595	268.045	61.877	311.982	55.157	210.611	21.463	221.14	37.292	228.537	70.442
427069	189.203	6.979	216.42	31.117	163.937	37.649	268.009	61.633	311.64	55.009	210.861	21.385	221.391	37.151	229.005	70.254
427070	189.449	6.966	216.673	31.003	164.239	37.702	267.973	61.388	311.301	54.861	211.11	21.307	221.642	37.009	229.463	70.065
427071	189.696	6.952	216.925	30.887	164.542	37.754	267.937	61.144	310.963	54.712	211.358	21.227	221.891	36.866	229.912	69.874
427072	189.942	6.939	217.176	30.772	164.845	37.805	267.901	60.899	310.628	54.562	211.607	21.148	222.139	36.723	230.353	69.683
427073	190.188	6.925	217.427	30.655	165.148	37.855	267.865	60.655	310.296	54.412	211.855	21.067	222.387	36.579	230.786	69.49
427074	190.435	6.91	217.677	30.538	165.453	37.904	267.83	60.411	309.965	54.26	212.103	20.987	222.633	36.435	231.21	69.295
427075	190.681	6.896	217.926	30.42	165.757	37.952	267.794	60.166	309.637	54.108	212.35	20.905	222.878	36.29	231.626	69.1
427076	190.927	6.881	218.175	30.302	166.062	37.999	267.759	59.922	309.311	53.956	212.597	20.823	223.122	36.144	232.035	68.903
427077	191.174	6.865	218.423	30.183	166.368	38.045	267.724	59.678	308.987	53.802	212.844	20.741	223.365	35.997	232.435	68.706
427078	191.42	6.849	218.67	30.063	166.674	38.09	267.688	59.433	308.665	53.648	213.091	20.658	223.607	35.85	232.829	68.507
427079	191.666	6.833	218.916	29.943	166.98	38.134	267.653	59.189	308.345	53.493	213.337	20.574	223.847	35.702	233.214	68.308
427080	191.912	6.817	219.162	29.821	167.287	38.177	267.618	58.945	308.028	53.338	213.582	20.49	224.087	35.554	233.593	68.107
427081	192.158	6.8	219.407	29.7	167.594	38.219	267.583	58.7	307.712	53.181	213.828	20.405	224.326	35.405	233.965	67.905
427082	192.405	6.783	219.651	29.577	167.901	38.26	267.548	58.456	307.399	53.025	214.073	20.32	224.563	35.255	234.329	67.703
427083	192.651	6.766	219.895	29.455	168.209	38.3	267.513	58.212	307.087	52.867	214.317	20.234	224.8	35.104	234.688	67.499
427084	192.897	6.748	220.137	29.331	168.517	38.339	267.479	57.967	306.778	52.709	214.562	20.148	225.036	34.953	235.039	67.295
427085	193.143	6.73	220.38	29.207	168.826	38.377	267.444	57.723	306.471	52.55	214.806	20.061	225.27	34.802	235.384	67.09
427086	193.389	6.712	220.621	29.082	169.135	38.414	267.409	57.479	306.165	52.391	215.049	19.974	225.504	34.649	235.723	66.883
427087	193.635	6.693	220.862	28.957	169.445	38.449	267.375	57.234	305.862	52.23	215.292	19.886	225.736	34.496	236.056	66.677
427088	193.881	6.674	221.102	28.83	169.754	38.484	267.34	56.99	305.56	52.07	215.535	19.798	225.968	34.343	236.382	66.469
427089	194.127	6.655	221.341	28.704	170.064	38.518	267.306	56.746	305.261	51.909	215.778	19.709	226.198	34.189	236.703	66.26
427090	194.372	6.635	221.579	28.577	170.375	38.551	267.272	56.502	304.963	51.747	216.02	19.619	226.428	34.034	237.018	66.051
427091	194.618	6.615	221.817	28.449	170.685	38.583	267.237	56.257	304.668	51.584	216.262	19.529	226.656	33.879	237.328	65.841
427092	194.864	6.594	222.054	28.32	170.996	38.613	267.203	56.013	304.374	51.421	216.503	19.439	226.883	33.723	237.632	65.63
427093	195.11	6.574	222.291	28.191	171.308	38.643	267.169	55.769	304.082	51.258	216.745	19.348	227.11	33.567	237.93	65.419
427094	195.355	6.553	222.527	28.062	171.619	38.672	267.135	55.525	303.792	51.093	216.985	19.256	227.335	33.41	238.224	65.207
427095	195.601	6.531	222.762	27.932	171.931	38.699	267.101	55.28	303.504	50.929	217.226	19.164	227.56	33.252	238.512	64.994
427096	195.847	6.509	222.996	27.801	172.243	38.726	267.066	55.036	303.217	50.763	217.466	19.071	227.784	33.094	238.796	64.78
427097	196.092	6.487	223.23	27.669	172.556	38.751	267.032	54.792	302.933	50.598	217.706	18.978	228.006	32.935	239.074	64.566
427098	196.338	6.465	223.463	27.537	172.868	38.776	266.998	54.548	302.65	50.431	217.945	18.885	228.228	32.776	239.348	64.352
427099	196.583	6.442	223.695	27.405	173.181	38.799	266.965	54.304	302.369	50.264	218.184	18.791	228.448	32.616	239.617	64.136
427100	196.829	6.419	223.926	27.272	173.494	38.822	266.931	54.059	302.089	50.097	218.423	18.696	228.668	32.456	239.881	63.92
427101	197.074	6.396	224.157	27.138	173.808	38.843	266.897	53.815	301.812	49.929	218.661	18.601	228.887	32.295	240.141	63.704
427102	197.32	6.372	224.388	27.004	174.121	38.863	266.863	53.571	301.536	49.761	218.899	18.506	229.105	32.133	240.397	63.487
427103	197.565	6.348	224.617	26.869	174.435	38.883	266.829	53.327	301.262	49.592	219.137	18.409	229.322	31.972	240.648	63.269
427104	197.81	6.324	224.846	26.734	174.749	38.901	266.795	53.083	300.989	49.422	219.374	18.313	229.538	31.809	240.895	63.051
427105	198.055	6.299	225.074	26.598	175.063	38.918	266.762	52.839	300.718	49.252	219.611	18.216	229.753	31.646	241.139	62.833
427106	198.301	6.274	225.302	26.462	175.377	38.934	266.728	52.594	300.449	49.082	219.847	18.118	229.967	31.483	241.378	62.613
427107	198.546	6.249	225.529	26.325	175.691	38.949	266.694	52.35	300.181	48.911	220.083	18.02	230.18	31.318	241.613	62.394
427108	198.791	6.223	225.755	26.188	176.006	38.963	266.661	52.106	299.915	48.74	220.319	17.922	230.392	31.154	241.844	62.174
427109	199.036	6.197	225.98	26.05	176.321	38.976	266.627	51.862	299.651	48.568	220.555	17.823	230.604	30.989	242.072	61.953
427110	199.281	6.171	226.205	25.911	176.635	38.988	266.593	51.618	299.388	48.396	220.79	17.723	230.814	30.823	242.295	61.732
427111	199.526	6.144	226.429	25.772	176.95	38.998	266.56	51.374	299.126	48.223	221.025	17.623	231.024	30.657	242.516	61.511
427112	199.771	6.117	226.653	25.633	177.265	39.008	266.526	51.13	298.866	48.05	221.259	17.523	231.232	30.491	242.733	61.289
427113	200.016	6.09	226.876	25.493	177.581	39.017	266.493	50.886	298.608	47.877	221.493	17.422	231.44	30.324	242.946	61.066
427114	200.26	6.062	227.098	25.352	177.896	39.025	266.459	50.642	298.351	47.703	221.727	17.321	231.647	30.156	243.156	60.844
427115	200.505	6.035	227.319	25.211	178.211	39.031	266.426	50.398	298.096	47.528	221.96	17.219	231.853	29.988	243.362	60.62
427116	200.75	6.006	227.54	25.07	178.526	39.037	266.392	50.153	297.842	47.354	222.193	17.117	232.058	29.82	243.566	60.397
427117	200.995	5.978	227.761	24.928	178.842	39.041	266.358	49.909	297.59	47.178	222.426	17.014	232.263	29.651	243.766	60.173
427118	201.239	5.949	227.98	24.785	179.157	39.044	266.325	49.665	297.339	47.003	222.658	16.911	232.466	29.481	243.963	59.948
427119	201.484	5.92	228.199	24.642	179.473	39.047	266.291	49.421	297.089	46.827	222.89	16.807	232.669	29.312	244.157	59.724
427120	201.728	5.89	228.417	24.499	179.788	39.048	266.258	49.177	296.841	46.651	223.122	16.703	232.871	29.141	244.348	59.498
427121	201.973	5.86	228.635	24.355	180.103	39.048	266.225	48.933	296.594	46.474	223.353	16.599	233.072	28.97	244.537	59.273
427122	202.217	5.83	228.852	24.21	180.419	39.047	266.191	48.689	296.349	46.297	223.584	16.494	233.272	28.799	244.722	59.047
427123	202.462	5.8	229.069	24.065	180.734	39.045	266.158	48.445	296.105	46.119	223.815	16.388	233.471	28.628	244.904	58.821
427124	202.706	5.769	229.285	23.92	181.05	39.042	266.124	48.201	295.862	45.941	224.045	16.282	233.67	28.455	245.084	58.595
427125	202.95	5.738	229.5	23.774	181.365	39.038	266.091	47.957	295.621	45.763	224.275	16.176	233.867	28.283	245.261	58.368
427126	203.194	5.706	229.714	23.628	181.681	39.033	266.057	47.713	295.381	45.584	224.504	16.069	234.064	28.11	245.436	58.141
